Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -4.99000      0.44973      0.15271      0.29702
     -4.98000      0.40628      0.13990      0.26638
     -4.97000      0.44966      0.14255      0.30711
     -4.96000      0.55213      0.16050      0.39163
     -4.95000      0.58133      0.16407      0.41726
     -4.94000      0.74477      0.19796      0.54681
     -4.93000      1.03001      0.26112      0.76889
     -4.92000      0.97180      0.26273      0.70907
     -4.91000      0.71028      0.24153      0.46874
     -4.90000      0.56740      0.22777      0.33963
     -4.89000      0.41880      0.17104      0.24777
     -4.88000      0.33323      0.13006      0.20316
     -4.87000      0.34767      0.12999      0.21768
     -4.86000      0.33650      0.11091      0.22558
     -4.85000      0.56070      0.15868      0.40202
     -4.84000      0.70729      0.19446      0.51283
     -4.83000      0.53804      0.14666      0.39138
     -4.82000      0.29652      0.08058      0.21594
     -4.81000      0.09597      0.02558      0.07039
     -4.80000      0.07262      0.01651      0.05612
     -4.79000      0.14775      0.03268      0.11506
     -4.78000      0.14795      0.03639      0.11155
     -4.77000      0.26154      0.09510      0.16644
     -4.76000      0.91680      0.34920      0.56760
     -4.75000      1.66019      0.62088      1.03931
     -4.74000      1.79046      0.64173      1.14873
     -4.73000      1.78898      0.59117      1.19781
     -4.72000      1.44735      0.45258      0.99477
     -4.71000      0.62446      0.19096      0.43350
     -4.70000      0.11745      0.03557      0.08187
     -4.69000      0.01172      0.00415      0.00757
     -4.68000      0.04727      0.02391      0.02336
     -4.67000      0.30994      0.15172      0.15822
     -4.66000      0.90022      0.42069      0.47953
     -4.65000      1.33402      0.60995      0.72407
     -4.64000      1.36603      0.65763      0.70841
     -4.63000      1.80635      0.92624      0.88012
     -4.62000      2.69542      1.36669      1.32873
     -4.61000      3.45429      1.67328      1.78101
     -4.60000      4.37850      2.09606      2.28244
     -4.59000      4.32455      2.12677      2.19778
     -4.58000      3.46423      1.75647      1.70776
     -4.57000      3.88378      1.97180      1.91198
     -4.56000      4.67201      2.35471      2.31730
     -4.55000      4.41967      2.19621      2.22346
     -4.54000      3.72313      1.81554      1.90759
     -4.53000      3.09175      1.49780      1.59394
     -4.52000      3.13938      1.49085      1.64853
     -4.51000      3.26742      1.53934      1.72807
     -4.50000      3.07453      1.47161      1.60291
     -4.49000      3.52721      1.70100      1.82620
     -4.48000      4.02799      1.90917      2.11883
     -4.47000      3.95185      1.78478      2.16707
     -4.46000      4.03071      1.74505      2.28567
     -4.45000      4.35965      1.88169      2.47796
     -4.44000      4.01711      1.75705      2.26006
     -4.43000      3.44886      1.52009      1.92877
     -4.42000      3.26116      1.45748      1.80367
     -4.41000      3.03522      1.41053      1.62469
     -4.40000      2.63850      1.22212      1.41638
     -4.39000      2.16168      0.94356      1.21812
     -4.38000      2.52895      1.05388      1.47507
     -4.37000      3.40816      1.41124      1.99692
     -4.36000      3.99342      1.67598      2.31744
     -4.35000      4.08200      1.74825      2.33375
     -4.34000      3.85643      1.65691      2.19952
     -4.33000      3.81255      1.63358      2.17897
     -4.32000      3.59994      1.53191      2.06803
     -4.31000      3.77126      1.53763      2.23362
     -4.30000      4.59140      1.78144      2.80996
     -4.29000      4.85984      1.83371      3.02613
     -4.28000      4.34272      1.60875      2.73397
     -4.27000      4.44095      1.67372      2.76723
     -4.26000      4.86603      1.87160      2.99443
     -4.25000      4.19302      1.60414      2.58888
     -4.24000      3.61582      1.38016      2.23566
     -4.23000      3.76204      1.44936      2.31268
     -4.22000      3.56353      1.37901      2.18452
     -4.21000      3.21452      1.23653      1.97799
     -4.20000      3.44590      1.35961      2.08629
     -4.19000      3.97530      1.61433      2.36097
     -4.18000      4.31539      1.73440      2.58098
     -4.17000      4.39559      1.76546      2.63013
     -4.16000      4.05283      1.69366      2.35917
     -4.15000      3.76468      1.55247      2.21221
     -4.14000      3.52041      1.38507      2.13534
     -4.13000      3.24728      1.29980      1.94747
     -4.12000      3.25817      1.30732      1.95085
     -4.11000      3.37726      1.30589      2.07137
     -4.10000      3.34804      1.25121      2.09683
     -4.09000      3.30232      1.20162      2.10070
     -4.08000      3.41743      1.27359      2.14384
     -4.07000      3.80644      1.43359      2.37285
     -4.06000      4.29978      1.57701      2.72277
     -4.05000      4.01487      1.47271      2.54216
     -4.04000      2.95285      1.12787      1.82498
     -4.03000      2.44553      0.97305      1.47249
     -4.02000      2.69025      1.01945      1.67080
     -4.01000      3.06435      1.15564      1.90871
     -4.00000      3.00755      1.18574      1.82181
     -3.99000      2.99498      1.15288      1.84209
     -3.98000      3.01184      1.08276      1.92908
     -3.97000      3.08733      1.13330      1.95404
     -3.96000      2.80758      1.11656      1.69103
     -3.95000      1.97207      0.87077      1.10130
     -3.94000      1.51833      0.70195      0.81638
     -3.93000      1.48512      0.64341      0.84171
     -3.92000      1.54128      0.66481      0.87647
     -3.91000      1.51654      0.68709      0.82945
     -3.90000      1.65627      0.72750      0.92877
     -3.89000      1.73397      0.70068      1.03329
     -3.88000      1.97245      0.80176      1.17069
     -3.87000      2.61284      1.14026      1.47258
     -3.86000      2.73052      1.23076      1.49976
     -3.85000      2.07472      0.94819      1.12654
     -3.84000      1.21638      0.55694      0.65944
     -3.83000      1.08821      0.44680      0.64141
     -3.82000      2.30842      0.87934      1.42908
     -3.81000      3.20962      1.23799      1.97164
     -3.80000      2.58435      1.00733      1.57703
     -3.79000      1.98460      0.75859      1.22601
     -3.78000      2.24678      0.89731      1.34946
     -3.77000      2.48116      1.04855      1.43261
     -3.76000      2.26992      0.97851      1.29141
     -3.75000      2.38822      0.96499      1.42323
     -3.74000      3.02272      1.11143      1.91129
     -3.73000      2.88108      1.04801      1.83307
     -3.72000      2.25696      0.86303      1.39392
     -3.71000      2.59973      1.02042      1.57931
     -3.70000      3.53504      1.35822      2.17682
     -3.69000      4.18871      1.52154      2.66717
     -3.68000      4.58928      1.59235      2.99694
     -3.67000      5.64172      1.91118      3.73055
     -3.66000      6.31095      2.14459      4.16637
     -3.65000      5.47731      1.89821      3.57910
     -3.64000      4.91835      1.75207      3.16627
     -3.63000      4.84147      1.75808      3.08339
     -3.62000      3.77153      1.34656      2.42496
     -3.61000      3.09699      1.08476      2.01223
     -3.60000      3.32279      1.22971      2.09308
     -3.59000      3.29063      1.22304      2.06759
     -3.58000      3.14906      1.08386      2.06519
     -3.57000      3.11808      1.11622      2.00186
     -3.56000      3.37138      1.29398      2.07740
     -3.55000      3.45593      1.33178      2.12415
     -3.54000      2.73955      1.04993      1.68962
     -3.53000      2.16455      0.75690      1.40765
     -3.52000      2.57088      0.85648      1.71440
     -3.51000      3.11349      1.11252      2.00098
     -3.50000      3.41131      1.22689      2.18441
     -3.49000      3.14677      1.12164      2.02514
     -3.48000      2.08576      0.77629      1.30948
     -3.47000      1.35907      0.54970      0.80936
     -3.46000      1.97360      0.81804      1.15556
     -3.45000      2.83358      1.08759      1.74599
     -3.44000      2.68225      0.95459      1.72766
     -3.43000      2.61901      0.95060      1.66841
     -3.42000      3.08733      1.16004      1.92729
     -3.41000      2.77696      1.05547      1.72149
     -3.40000      2.23920      0.84034      1.39886
     -3.39000      2.06340      0.80377      1.25963
     -3.38000      1.54393      0.65847      0.88546
     -3.37000      1.33165      0.58532      0.74632
     -3.36000      1.62426      0.61690      1.00736
     -3.35000      2.16493      0.72786      1.43708
     -3.34000      2.55653      0.88213      1.67440
     -3.33000      2.18111      0.77888      1.40224
     -3.32000      1.90902      0.67592      1.23309
     -3.31000      2.16737      0.79632      1.37105
     -3.30000      2.07608      0.77888      1.29720
     -3.29000      2.03604      0.69608      1.33996
     -3.28000      2.38194      0.76080      1.62115
     -3.27000      2.53212      0.88533      1.64680
     -3.26000      2.78599      1.16090      1.62509
     -3.25000      2.66663      1.23326      1.43337
     -3.24000      1.95075      0.86659      1.08416
     -3.23000      1.38440      0.54714      0.83726
     -3.22000      1.09026      0.39154      0.69872
     -3.21000      1.15264      0.39404      0.75860
     -3.20000      1.49349      0.50655      0.98693
     -3.19000      2.05670      0.70027      1.35643
     -3.18000      2.31115      0.85864      1.45250
     -3.17000      1.85241      0.80755      1.04486
     -3.16000      1.49462      0.64002      0.85460
     -3.15000      1.41492      0.47841      0.93651
     -3.14000      1.40002      0.45060      0.94942
     -3.13000      1.35541      0.45410      0.90131
     -3.12000      1.62376      0.51128      1.11248
     -3.11000      1.81692      0.58271      1.23421
     -3.10000      1.83223      0.73041      1.10182
     -3.09000      1.99117      0.96694      1.02423
     -3.08000      2.20597      1.12596      1.08001
     -3.07000      2.40751      1.14854      1.25897
     -3.06000      2.12203      0.85986      1.26217
     -3.05000      1.78452      0.62792      1.15660
     -3.04000      1.44163      0.47920      0.96243
     -3.03000      0.91136      0.26575      0.64561
     -3.02000      0.81523      0.25177      0.56346
     -3.01000      1.04218      0.42346      0.61871
     -3.00000      1.40073      0.62022      0.78050
     -2.99000      1.56475      0.69637      0.86838
     -2.98000      1.49732      0.63176      0.86556
     -2.97000      1.83039      0.63806      1.19233
     -2.96000      1.81775      0.51920      1.29855
     -2.95000      1.55686      0.42601      1.13085
     -2.94000      1.68134      0.53057      1.15076
     -2.93000      1.75124      0.61937      1.13186
     -2.92000      1.71698      0.67251      1.04447
     -2.91000      1.83773      0.75184      1.08590
     -2.90000      1.99070      0.88489      1.10581
     -2.89000      2.22437      1.05638      1.16798
     -2.88000      2.23687      0.98759      1.24928
     -2.87000      1.86192      0.76693      1.09499
     -2.86000      1.25132      0.55149      0.69984
     -2.85000      0.65359      0.30413      0.34947
     -2.84000      0.67245      0.28349      0.38896
     -2.83000      1.01032      0.42215      0.58817
     -2.82000      1.12376      0.51074      0.61301
     -2.81000      1.11942      0.54782      0.57160
     -2.80000      1.25898      0.63744      0.62154
     -2.79000      1.52980      0.69247      0.83733
     -2.78000      1.64954      0.56082      1.08872
     -2.77000      1.51142      0.47024      1.04118
     -2.76000      1.13163      0.43674      0.69489
     -2.75000      0.93117      0.44465      0.48653
     -2.74000      1.12461      0.56904      0.55557
     -2.73000      1.59717      0.81032      0.78685
     -2.72000      1.72650      0.87890      0.84760
     -2.71000      1.72345      0.89142      0.83204
     -2.70000      1.73492      0.89614      0.83878
     -2.69000      1.26917      0.64229      0.62687
     -2.68000      0.64841      0.31923      0.32917
     -2.67000      0.50120      0.23496      0.26624
     -2.66000      0.75055      0.35718      0.39337
     -2.65000      1.22571      0.57483      0.65088
     -2.64000      2.16787      0.96186      1.20600
     -2.63000      2.68023      1.14322      1.53701
     -2.62000      2.22188      0.90276      1.31913
     -2.61000      1.65378      0.58468      1.06911
     -2.60000      1.63617      0.48535      1.15082
     -2.59000      1.79988      0.53752      1.26235
     -2.58000      1.63932      0.60037      1.03895
     -2.57000      1.61910      0.75093      0.86817
     -2.56000      1.77388      0.88408      0.88980
     -2.55000      1.60345      0.81239      0.79106
     -2.54000      1.27888      0.63566      0.64322
     -2.53000      1.14962      0.53314      0.61648
     -2.52000      1.51236      0.68714      0.82522
     -2.51000      1.67938      0.78745      0.89193
     -2.50000      1.41580      0.69067      0.72513
     -2.49000      1.50641      0.72488      0.78153
     -2.48000      1.58835      0.71772      0.87062
     -2.47000      1.37236      0.58054      0.79182
     -2.46000      1.44975      0.62891      0.82084
     -2.45000      1.88834      0.84197      1.04637
     -2.44000      2.24206      0.99849      1.24357
     -2.43000      2.39902      1.01967      1.37934
     -2.42000      2.41357      0.95074      1.46283
     -2.41000      2.43206      0.90172      1.53034
     -2.40000      2.58640      0.99120      1.59520
     -2.39000      2.83423      1.16417      1.67006
     -2.38000      3.12852      1.27855      1.84996
     -2.37000      2.78131      1.13516      1.64615
     -2.36000      1.97056      0.82318      1.14738
     -2.35000      1.96302      0.79553      1.16749
     -2.34000      2.29651      0.90744      1.38907
     -2.33000      2.20788      0.89231      1.31557
     -2.32000      2.18480      0.92078      1.26403
     -2.31000      2.05157      0.84909      1.20248
     -2.30000      1.83551      0.69072      1.14479
     -2.29000      1.80022      0.63973      1.16049
     -2.28000      1.84097      0.60473      1.23625
     -2.27000      1.81491      0.52743      1.28749
     -2.26000      1.55307      0.46812      1.08495
     -2.25000      1.51368      0.46010      1.05358
     -2.24000      1.64585      0.45876      1.18708
     -2.23000      1.90199      0.52092      1.38107
     -2.22000      2.15539      0.58959      1.56581
     -2.21000      1.75104      0.45419      1.29685
     -2.20000      1.42654      0.38916      1.03739
     -2.19000      1.46603      0.51613      0.94990
     -2.18000      1.25312      0.49391      0.75921
     -2.17000      0.94282      0.32961      0.61321
     -2.16000      1.01351      0.27502      0.73849
     -2.15000      1.43094      0.34218      1.08876
     -2.14000      1.90191      0.45490      1.44701
     -2.13000      1.93998      0.47773      1.46225
     -2.12000      1.48577      0.36911      1.11665
     -2.11000      1.00363      0.25444      0.74919
     -2.10000      0.92346      0.26947      0.65399
     -2.09000      1.28367      0.38549      0.89818
     -2.08000      2.10686      0.57470      1.53216
     -2.07000      2.68311      0.67021      2.01290
     -2.06000      2.40030      0.55708      1.84322
     -2.05000      1.63495      0.36001      1.27495
     -2.04000      1.01931      0.17465      0.84466
     -2.03000      0.82504      0.10751      0.71753
     -2.02000      0.93044      0.14255      0.78789
     -2.01000      1.68521      0.32934      1.35587
     -2.00000      2.83329      0.59295      2.24033
     -1.99000      3.04199      0.59245      2.44954
     -1.98000      2.45888      0.37635      2.08254
     -1.97000      2.68921      0.33443      2.35478
     -1.96000      4.13248      0.53842      3.59406
     -1.95000      5.47868      0.75550      4.72318
     -1.94000      5.38591      0.72054      4.66537
     -1.93000      5.06899      0.67449      4.39450
     -1.92000      5.02846      0.77960      4.24887
     -1.91000      4.61348      0.78803      3.82545
     -1.90000      3.94464      0.62634      3.31830
     -1.89000      3.18354      0.40172      2.78182
     -1.88000      2.80750      0.28668      2.52082
     -1.87000      2.78504      0.27758      2.50746
     -1.86000      2.70799      0.28640      2.42160
     -1.85000      2.86614      0.36884      2.49730
     -1.84000      2.90643      0.45352      2.45291
     -1.83000      2.47428      0.38093      2.09336
     -1.82000      2.11076      0.27642      1.83434
     -1.81000      2.24571      0.28801      1.95771
     -1.80000      2.37237      0.30248      2.06989
     -1.79000      2.39295      0.30952      2.08343
     -1.78000      2.40896      0.31245      2.09651
     -1.77000      2.30966      0.26331      2.04635
     -1.76000      2.20509      0.23796      1.96713
     -1.75000      2.28123      0.29606      1.98517
     -1.74000      2.18686      0.32496      1.86190
     -1.73000      2.25628      0.35079      1.90548
     -1.72000      2.86295      0.43234      2.43060
     -1.71000      2.91217      0.36847      2.54370
     -1.70000      2.58326      0.24624      2.33702
     -1.69000      1.95253      0.15867      1.79386
     -1.68000      1.46140      0.12279      1.33861
     -1.67000      1.65939      0.17049      1.48890
     -1.66000      2.02539      0.23614      1.78925
     -1.65000      2.36556      0.26727      2.09829
     -1.64000      2.47106      0.24988      2.22118
     -1.63000      2.19449      0.21744      1.97705
     -1.62000      1.62762      0.17235      1.45527
     -1.61000      1.57303      0.27050      1.30252
     -1.60000      2.42188      0.63695      1.78493
     -1.59000      3.32487      0.99248      2.33239
     -1.58000      4.04233      1.25449      2.78784
     -1.57000      4.85550      1.52515      3.33035
     -1.56000      5.05528      1.56457      3.49071
     -1.55000      4.42381      1.41409      3.00972
     -1.54000      3.44848      1.30299      2.14550
     -1.53000      2.91303      1.30744      1.60559
     -1.52000      3.24786      1.42195      1.82591
     -1.51000      3.77630      1.41635      2.35995
     -1.50000      4.41809      1.61591      2.80218
     -1.49000      5.55159      2.51256      3.03903
     -1.48000      6.78738      3.50368      3.28371
     -1.47000      5.99419      2.97157      3.02262
     -1.46000      4.54962      1.91320      2.63642
     -1.45000      4.57195      1.69476      2.87719
     -1.44000      5.27560      1.71055      3.56505
     -1.43000      5.10153      1.60394      3.49759
     -1.42000      4.25120      1.56960      2.68160
     -1.41000      3.90826      1.58117      2.32709
     -1.40000      3.83557      1.44627      2.38930
     -1.39000      3.70424      1.46223      2.24202
     -1.38000      3.88890      1.68181      2.20709
     -1.37000      4.43889      1.75356      2.68534
     -1.36000      4.15645      1.33144      2.82501
     -1.35000      3.37182      0.97172      2.40011
     -1.34000      2.97731      1.06267      1.91464
     -1.33000      3.23298      1.34148      1.89149
     -1.32000      4.06216      1.63445      2.42771
     -1.31000      4.73290      1.68882      3.04408
     -1.30000      4.98197      1.53234      3.44963
     -1.29000      3.98583      1.17645      2.80937
     -1.28000      2.58327      0.95272      1.63055
     -1.27000      2.28944      1.01566      1.27378
     -1.26000      2.81874      1.10274      1.71600
     -1.25000      3.25769      1.29834      1.95935
     -1.24000      3.15062      1.34274      1.80788
     -1.23000      2.99512      1.04256      1.95256
     -1.22000      2.81605      0.85968      1.95636
     -1.21000      2.83128      1.17925      1.65202
     -1.20000      3.02201      1.44604      1.57597
     -1.19000      2.88070      1.21607      1.66463
     -1.18000      2.88495      0.95299      1.93196
     -1.17000      3.56941      0.90120      2.66821
     -1.16000      4.03650      1.12834      2.90816
     -1.15000      3.57248      1.34006      2.23242
     -1.14000      2.85299      1.10845      1.74455
     -1.13000      3.11993      0.85922      2.26071
     -1.12000      3.50262      0.97486      2.52775
     -1.11000      3.40405      1.11329      2.29076
     -1.10000      3.77222      1.05377      2.71845
     -1.09000      4.37634      1.28331      3.09303
     -1.08000      4.78289      1.81923      2.96366
     -1.07000      4.97454      2.15517      2.81938
     -1.06000      4.90157      1.99232      2.90925
     -1.05000      4.42280      1.39821      3.02459
     -1.04000      3.40844      0.90380      2.50463
     -1.03000      2.67636      0.84211      1.83426
     -1.02000      2.67714      1.01964      1.65749
     -1.01000      3.25133      1.36386      1.88746
     -1.00000      3.75582      1.59969      2.15613
     -0.99000      4.41374      2.08186      2.33188
     -0.98000      4.43360      2.09030      2.34329
     -0.97000      3.45808      1.58004      1.87804
     -0.96000      2.78975      1.44707      1.34268
     -0.95000      2.28242      1.40722      0.87520
     -0.94000      2.01253      1.37736      0.63517
     -0.93000      1.91245      1.32881      0.58364
     -0.92000      1.52476      1.06343      0.46133
     -0.91000      1.10813      0.76679      0.34133
     -0.90000      1.05407      0.69269      0.36137
     -0.89000      1.12140      0.72618      0.39522
     -0.88000      1.13831      0.72663      0.41167
     -0.87000      1.15184      0.72070      0.43114
     -0.86000      1.20213      0.77756      0.42457
     -0.85000      1.15116      0.75078      0.40039
     -0.84000      1.11415      0.71554      0.39861
     -0.83000      1.28300      0.83497      0.44802
     -0.82000      1.26199      0.81038      0.45162
     -0.81000      0.91292      0.56209      0.35084
     -0.80000      0.58862      0.35336      0.23526
     -0.79000      0.56971      0.34376      0.22595
     -0.78000      0.75162      0.46460      0.28702
     -0.77000      1.05622      0.67767      0.37855
     -0.76000      1.05748      0.67141      0.38607
     -0.75000      0.53667      0.32792      0.20875
     -0.74000      0.14098      0.08236      0.05863
     -0.73000      0.14806      0.08297      0.06508
     -0.72000      0.34923      0.20015      0.14908
     -0.71000      0.58059      0.35508      0.22550
     -0.70000      1.12399      0.69814      0.42586
     -0.69000      1.57770      0.95140      0.62629
     -0.68000      1.19778      0.70951      0.48826
     -0.67000      0.88220      0.53165      0.35055
     -0.66000      0.87231      0.52539      0.34692
     -0.65000      0.63751      0.38103      0.25649
     -0.64000      0.49030      0.30460      0.18569
     -0.63000      0.50177      0.30876      0.19301
     -0.62000      0.55369      0.32410      0.22959
     -0.61000      0.58692      0.33485      0.25207
     -0.60000      0.50663      0.28752      0.21910
     -0.59000      0.46390      0.27376      0.19014
     -0.58000      0.62826      0.37186      0.25640
     -0.57000      0.94400      0.54582      0.39817
     -0.56000      1.17391      0.68066      0.49325
     -0.55000      1.04060      0.60893      0.43167
     -0.54000      0.78797      0.45807      0.32990
     -0.53000      0.57196      0.32318      0.24878
     -0.52000      0.37476      0.21081      0.16395
     -0.51000      0.39527      0.23285      0.16242
     -0.50000      0.57745      0.33721      0.24024
     -0.49000      0.51074      0.28861      0.22213
     -0.48000      0.51542      0.28358      0.23184
     -0.47000      0.95475      0.52988      0.42486
     -0.46000      1.23313      0.69240      0.54073
     -0.45000      0.86615      0.48810      0.37806
     -0.44000      0.35065      0.19669      0.15395
     -0.43000      0.13672      0.07631      0.06041
     -0.42000      0.30183      0.16789      0.13394
     -0.41000      0.57827      0.31915      0.25912
     -0.40000      0.59551      0.32521      0.27030
     -0.39000      0.48597      0.26627      0.21970
     -0.38000      0.60235      0.33499      0.26737
     -0.37000      0.77888      0.42936      0.34952
     -0.36000      0.61089      0.33171      0.27918
     -0.35000      0.29420      0.15820      0.13600
     -0.34000      0.27454      0.14728      0.12726
     -0.33000      0.48817      0.26273      0.22544
     -0.32000      0.78212      0.42107      0.36105
     -0.31000      1.10295      0.59019      0.51276
     -0.30000      1.10224      0.58680      0.51544
     -0.29000      0.83532      0.44426      0.39106
     -0.28000      0.65147      0.34776      0.30371
     -0.27000      0.55927      0.29993      0.25934
     -0.26000      0.35312      0.18977      0.16335
     -0.25000      0.24603      0.13185      0.11417
     -0.24000      0.42249      0.22587      0.19662
     -0.23000      0.42987      0.22961      0.20026
     -0.22000      0.29097      0.15372      0.13726
     -0.21000      0.50620      0.26319      0.24301
     -0.20000      0.74162      0.38435      0.35727
     -0.19000      0.74571      0.38899      0.35671
     -0.18000      0.72079      0.38051      0.34028
     -0.17000      0.52851      0.27940      0.24911
     -0.16000      0.44801      0.22922      0.21879
     -0.15000      0.70471      0.35592      0.34879
     -0.14000      0.69527      0.35515      0.34013
     -0.13000      0.40799      0.21321      0.19478
     -0.12000      0.32033      0.17103      0.14930
     -0.11000      0.31498      0.16886      0.14612
     -0.10000      0.42496      0.22803      0.19693
     -0.09000      0.56758      0.30467      0.26291
     -0.08000      0.42623      0.22886      0.19738
     -0.07000      0.25718      0.13823      0.11894
     -0.06000      0.32872      0.17688      0.15184
     -0.05000      0.37434      0.20155      0.17279
     -0.04000      0.42186      0.22738      0.19448
     -0.03000      0.46890      0.25291      0.21599
     -0.02000      0.38538      0.20804      0.17733
     -0.01000      0.32969      0.17818      0.15151
      0.00000      0.21817      0.11797      0.10020
      0.01000      0.06986      0.03778      0.03208
      0.02000      0.00926      0.00501      0.00425
      0.03000      0.00048      0.00026      0.00022
      0.04000      0.00001      0.00000      0.00000
      0.05000      0.00000      0.00000      0.00000
      0.06000      0.00000      0.00000      0.00000
      0.07000      0.00000      0.00000      0.00000
      0.08000      0.00000      0.00000      0.00000
      0.09000      0.00000      0.00000      0.00000
      0.10000      0.00000      0.00000      0.00000
      0.11000      0.00000      0.00000      0.00000
      0.12000      0.00000      0.00000      0.00000
      0.13000      0.00000      0.00000      0.00000
      0.14000      0.00000      0.00000      0.00000
      0.15000      0.00000      0.00000      0.00000
      0.16000      0.00000      0.00000      0.00000
      0.17000      0.00000      0.00000      0.00000
      0.18000      0.00000      0.00000      0.00000
      0.19000      0.00000      0.00000      0.00000
      0.20000      0.00000      0.00000      0.00000
      0.21000      0.00000      0.00000      0.00000
      0.22000      0.00000      0.00000      0.00000
      0.23000      0.00000      0.00000      0.00000
      0.24000      0.00000      0.00000      0.00000
      0.25000      0.00000      0.00000      0.00000
      0.26000      0.00000      0.00000      0.00000
      0.27000      0.00000      0.00000      0.00000
      0.28000      0.00000      0.00000      0.00000
      0.29000      0.00000      0.00000      0.00000
      0.30000      0.00000      0.00000      0.00000
      0.31000      0.00000      0.00000      0.00000
      0.32000      0.00000      0.00000      0.00000
      0.33000      0.00000      0.00000      0.00000
      0.34000      0.00000      0.00000      0.00000
      0.35000      0.00000      0.00000      0.00000
      0.36000      0.00000      0.00000      0.00000
      0.37000      0.00000      0.00000      0.00000
      0.38000      0.00000      0.00000      0.00000
      0.39000      0.00000      0.00000      0.00000
      0.40000      0.00000      0.00000      0.00000
      0.41000      0.00000      0.00000      0.00000
      0.42000      0.00000      0.00000      0.00000
      0.43000      0.00000      0.00000      0.00000
      0.44000      0.00000      0.00000      0.00000
      0.45000      0.00000      0.00000      0.00000
      0.46000      0.00000      0.00000      0.00000
      0.47000      0.00000      0.00000      0.00000
      0.48000      0.00000      0.00000      0.00000
      0.49000      0.00000      0.00000      0.00000
      0.50000      0.00000      0.00000      0.00000
      0.51000      0.00000      0.00000      0.00000
      0.52000      0.00000      0.00000      0.00000
      0.53000      0.00000      0.00000      0.00000
      0.54000      0.00000      0.00000      0.00000
      0.55000      0.00000      0.00000      0.00000
      0.56000      0.00000      0.00000      0.00000
      0.57000      0.00000      0.00000      0.00000
      0.58000      0.00000      0.00000      0.00000
      0.59000      0.00000      0.00000      0.00000
      0.60000      0.00000      0.00000      0.00000
      0.61000      0.00000      0.00000      0.00000
      0.62000      0.00000      0.00000      0.00000
      0.63000      0.00000      0.00000      0.00000
      0.64000      0.00000      0.00000      0.00000
      0.65000      0.00000      0.00000      0.00000
      0.66000      0.00000      0.00000      0.00000
      0.67000      0.00000      0.00000      0.00000
      0.68000      0.00000      0.00000      0.00000
      0.69000      0.00000      0.00000      0.00000
      0.70000      0.00000      0.00000      0.00000
      0.71000      0.00000      0.00000      0.00000
      0.72000      0.00000      0.00000      0.00000
      0.73000      0.00000      0.00000      0.00000
      0.74000      0.00000      0.00000      0.00000
      0.75000      0.00000      0.00000      0.00000
      0.76000      0.00000      0.00000      0.00000
      0.77000      0.00000      0.00000      0.00000
      0.78000      0.00000      0.00000      0.00000
      0.79000      0.00000      0.00000      0.00000
      0.80000      0.00000      0.00000      0.00000
      0.81000      0.00000      0.00000      0.00000
      0.82000      0.00000      0.00000      0.00000
      0.83000      0.00000      0.00000      0.00000
