Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo Se 
     -4.80868      0.00678      0.00196      0.00481
     -4.79868      0.07726      0.02265      0.05461
     -4.78868      0.34870      0.10198      0.24673
     -4.77868      0.64668      0.18624      0.46043
     -4.76868      0.74063      0.20143      0.53920
     -4.75868      0.90774      0.23114      0.67660
     -4.74868      1.10740      0.27837      0.82902
     -4.73868      1.13877      0.29605      0.84271
     -4.72868      0.91587      0.24318      0.67270
     -4.71868      0.83139      0.20766      0.62372
     -4.70868      1.30379      0.30887      0.99492
     -4.69868      1.43159      0.34037      1.09122
     -4.68868      0.75887      0.18306      0.57581
     -4.67868      0.18278      0.04469      0.13809
     -4.66868      0.03290      0.00861      0.02429
     -4.65868      0.13115      0.03683      0.09432
     -4.64868      0.43455      0.12213      0.31242
     -4.63868      0.55769      0.15698      0.40071
     -4.62868      0.43441      0.12383      0.31058
     -4.61868      0.55451      0.15982      0.39468
     -4.60868      0.61214      0.17092      0.44122
     -4.59868      0.75220      0.19279      0.55940
     -4.58868      1.15942      0.29865      0.86077
     -4.57868      1.05079      0.28399      0.76679
     -4.56868      0.49179      0.13787      0.35392
     -4.55868      0.39874      0.10578      0.29296
     -4.54868      1.13783      0.29147      0.84636
     -4.53868      1.85975      0.47060      1.38915
     -4.52868      1.51038      0.37840      1.13199
     -4.51868      0.59524      0.14810      0.44714
     -4.50868      0.10322      0.02557      0.07766
     -4.49868      0.00725      0.00179      0.00546
     -4.48868      0.00020      0.00005      0.00015
     -4.47868      0.00005      0.00001      0.00004
     -4.46868      0.00232      0.00066      0.00166
     -4.45868      0.03903      0.01116      0.02787
     -4.44868      0.25247      0.07178      0.18069
     -4.43868      0.71693      0.19953      0.51740
     -4.42868      1.18561      0.31680      0.86881
     -4.41868      1.23086      0.31969      0.91117
     -4.40868      0.61027      0.15729      0.45297
     -4.39868      0.12054      0.03107      0.08947
     -4.38868      0.02512      0.00654      0.01858
     -4.37868      0.19337      0.05065      0.14272
     -4.36868      0.90005      0.23536      0.66469
     -4.35868      1.80466      0.46757      1.33708
     -4.34868      1.96213      0.49607      1.46606
     -4.33868      1.41188      0.34754      1.06434
     -4.32868      0.55660      0.13544      0.42117
     -4.31868      0.09327      0.02264      0.07062
     -4.30868      0.01121      0.00291      0.00830
     -4.29868      0.06763      0.01885      0.04878
     -4.28868      0.32356      0.08993      0.23363
     -4.27868      0.62077      0.16942      0.45135
     -4.26868      0.77603      0.19580      0.58023
     -4.25868      1.60366      0.38271      1.22095
     -4.24868      2.98117      0.71367      2.26749
     -4.23868      3.36946      0.80321      2.56624
     -4.22868      3.45993      0.80907      2.65086
     -4.21868      4.21031      0.97317      3.23714
     -4.20868      4.18686      0.97938      3.20748
     -4.19868      3.14132      0.76493      2.37640
     -4.18868      4.02276      1.05077      2.97199
     -4.17868      6.62693      1.82745      4.79948
     -4.16868      8.69534      2.48392      6.21142
     -4.15868      9.29132      2.63993      6.65138
     -4.14868      8.60504      2.40791      6.19714
     -4.13868      6.48042      1.80112      4.67929
     -4.12868      5.53243      1.51984      4.01259
     -4.11868      6.76326      1.85708      4.90618
     -4.10868      6.58950      1.76088      4.82862
     -4.09868      5.34753      1.37531      3.97222
     -4.08868      4.63917      1.22309      3.41608
     -4.07868      4.61193      1.25985      3.35208
     -4.06868      5.26004      1.43702      3.82302
     -4.05868      5.79344      1.59584      4.19760
     -4.04868      5.99260      1.67286      4.31975
     -4.03868      6.31731      1.82177      4.49553
     -4.02868      5.72685      1.70283      4.02401
     -4.01868      4.08470      1.19165      2.89306
     -4.00868      3.48884      0.94160      2.54724
     -3.99868      3.93344      0.99959      2.93386
     -3.98868      3.90546      0.98718      2.91828
     -3.97868      3.62427      0.96718      2.65709
     -3.96868      3.66441      1.00999      2.65442
     -3.95868      3.38548      0.90883      2.47664
     -3.94868      2.77038      0.71299      2.05739
     -3.93868      2.17122      0.54748      1.62374
     -3.92868      1.60943      0.42485      1.18459
     -3.91868      1.90180      0.49284      1.40896
     -3.90868      2.59481      0.62837      1.96644
     -3.89868      2.33868      0.58333      1.75535
     -3.88868      1.76304      0.49936      1.26368
     -3.87868      1.93089      0.57835      1.35254
     -3.86868      1.98815      0.59287      1.39528
     -3.85868      1.56568      0.48862      1.07707
     -3.84868      1.05844      0.33984      0.71860
     -3.83868      0.69737      0.24261      0.45476
     -3.82868      0.61377      0.23541      0.37836
     -3.81868      0.35175      0.13680      0.21495
     -3.80868      0.20343      0.06787      0.13555
     -3.79868      0.67723      0.20380      0.47343
     -3.78868      1.63854      0.50596      1.13257
     -3.77868      2.07703      0.68236      1.39467
     -3.76868      1.76062      0.60052      1.16010
     -3.75868      1.88972      0.59579      1.29393
     -3.74868      1.90563      0.57456      1.33107
     -3.73868      1.00263      0.29041      0.71223
     -3.72868      0.65945      0.15164      0.50781
     -3.71868      0.83221      0.17730      0.65491
     -3.70868      0.70518      0.18444      0.52074
     -3.69868      0.77371      0.27879      0.49492
     -3.68868      1.01504      0.36724      0.64780
     -3.67868      1.07141      0.36068      0.71073
     -3.66868      1.53755      0.47597      1.06158
     -3.65868      2.01694      0.54432      1.47262
     -3.64868      1.60446      0.36364      1.24082
     -3.63868      0.99170      0.19716      0.79455
     -3.62868      0.56051      0.11508      0.44543
     -3.61868      0.59399      0.16598      0.42801
     -3.60868      1.34851      0.43102      0.91749
     -3.59868      2.20556      0.77470      1.43086
     -3.58868      2.51754      0.91099      1.60655
     -3.57868      1.73381      0.57709      1.15672
     -3.56868      0.89768      0.23645      0.66123
     -3.55868      0.39412      0.08712      0.30700
     -3.54868      0.08843      0.01878      0.06966
     -3.53868      0.01422      0.00362      0.01061
     -3.52868      0.09906      0.03033      0.06873
     -3.51868      0.60914      0.18797      0.42117
     -3.50868      1.63278      0.50874      1.12404
     -3.49868      2.32499      0.72375      1.60125
     -3.48868      2.41568      0.73673      1.67895
     -3.47868      2.44637      0.74550      1.70087
     -3.46868      2.99483      0.95760      2.03723
     -3.45868      3.76920      1.22487      2.54433
     -3.44868      4.02697      1.27009      2.75688
     -3.43868      3.69408      1.17257      2.52151
     -3.42868      4.14519      1.29022      2.85497
     -3.41868      5.10405      1.50798      3.59607
     -3.40868      4.29461      1.22664      3.06797
     -3.39868      2.96851      0.78394      2.18457
     -3.38868      2.62661      0.61235      2.01426
     -3.37868      3.92980      0.89830      3.03150
     -3.36868      6.02850      1.43253      4.59598
     -3.35868      6.25535      1.51783      4.73753
     -3.34868      4.10449      0.99517      3.10931
     -3.33868      2.21471      0.56986      1.64485
     -3.32868      1.93342      0.53715      1.39627
     -3.31868      2.90479      0.82440      2.08040
     -3.30868      4.11961      1.26300      2.85661
     -3.29868      3.89311      1.29860      2.59452
     -3.28868      3.40381      1.14742      2.25640
     -3.27868      3.57830      1.16153      2.41677
     -3.26868      3.49023      1.17237      2.31786
     -3.25868      3.91347      1.37822      2.53525
     -3.24868      4.18232      1.47291      2.70941
     -3.23868      3.10837      1.05126      2.05711
     -3.22868      1.63401      0.52962      1.10439
     -3.21868      1.22940      0.45172      0.77768
     -3.20868      1.79880      0.69963      1.09917
     -3.19868      2.11961      0.81198      1.30764
     -3.18868      2.54152      0.97905      1.56247
     -3.17868      2.26622      0.89517      1.37105
     -3.16868      1.31098      0.49172      0.81926
     -3.15868      1.20556      0.37671      0.82885
     -3.14868      1.97710      0.66830      1.30880
     -3.13868      3.36216      1.30088      2.06128
     -3.12868      4.24289      1.72199      2.52090
     -3.11868      3.67579      1.52624      2.14954
     -3.10868      2.70546      1.11266      1.59280
     -3.09868      2.05683      0.83062      1.22621
     -3.08868      2.03957      0.82125      1.21832
     -3.07868      1.80183      0.68049      1.12133
     -3.06868      2.07677      0.73936      1.33741
     -3.05868      2.76163      0.97109      1.79054
     -3.04868      2.70971      0.98745      1.72226
     -3.03868      2.34215      0.93481      1.40734
     -3.02868      2.68830      1.11473      1.57357
     -3.01868      3.01057      1.25735      1.75322
     -3.00868      2.34984      0.99515      1.35470
     -2.99868      1.72139      0.70742      1.01397
     -2.98868      1.94903      0.74627      1.20276
     -2.97868      2.39068      0.93239      1.45829
     -2.96868      2.97282      1.23772      1.73511
     -2.95868      3.65164      1.58072      2.07092
     -2.94868      3.98722      1.70745      2.27977
     -2.93868      3.59961      1.52741      2.07220
     -2.92868      2.50969      1.12597      1.38373
     -2.91868      1.71058      0.79629      0.91430
     -2.90868      2.05518      0.90331      1.15187
     -2.89868      2.58376      1.09828      1.48548
     -2.88868      1.76682      0.74409      1.02273
     -2.87868      1.10758      0.46234      0.64524
     -2.86868      1.97279      0.86451      1.10828
     -2.85868      2.75235      1.23691      1.51544
     -2.84868      2.17465      0.92060      1.25405
     -2.83868      1.67942      0.58742      1.09200
     -2.82868      2.15362      0.64428      1.50935
     -2.81868      3.04030      0.94587      2.09443
     -2.80868      3.56206      1.28904      2.27302
     -2.79868      2.54399      1.02286      1.52113
     -2.78868      1.15614      0.46342      0.69272
     -2.77868      1.20068      0.44457      0.75611
     -2.76868      2.00786      0.78948      1.21838
     -2.75868      2.58228      1.03734      1.54494
     -2.74868      2.68872      1.03679      1.65194
     -2.73868      2.46333      0.88315      1.58018
     -2.72868      1.72205      0.62886      1.09319
     -2.71868      0.97630      0.40760      0.56869
     -2.70868      0.58050      0.26571      0.31479
     -2.69868      0.61625      0.27719      0.33906
     -2.68868      1.71069      0.75078      0.95991
     -2.67868      2.69747      1.14931      1.54816
     -2.66868      2.12859      0.86452      1.26406
     -2.65868      1.17998      0.47808      0.70190
     -2.64868      0.74347      0.30774      0.43573
     -2.63868      0.75000      0.28373      0.46626
     -2.62868      1.16081      0.45500      0.70581
     -2.61868      1.30206      0.55220      0.74986
     -2.60868      1.33860      0.59964      0.73896
     -2.59868      1.46573      0.63747      0.82826
     -2.58868      1.03018      0.39703      0.63315
     -2.57868      1.00618      0.31050      0.69568
     -2.56868      1.93247      0.62790      1.30456
     -2.55868      2.89075      0.97651      1.91424
     -2.54868      3.01211      1.03634      1.97577
     -2.53868      2.36709      0.90486      1.46223
     -2.52868      1.47452      0.66611      0.80840
     -2.51868      1.23801      0.62990      0.60811
     -2.50868      1.23685      0.65128      0.58557
     -2.49868      1.10529      0.49587      0.60942
     -2.48868      1.61821      0.51041      1.10781
     -2.47868      1.97951      0.61089      1.36862
     -2.46868      1.39163      0.50467      0.88696
     -2.45868      0.90507      0.38483      0.52025
     -2.44868      0.70738      0.28064      0.42674
     -2.43868      0.60914      0.18625      0.42289
     -2.42868      1.03441      0.33975      0.69466
     -2.41868      1.92333      0.68437      1.23895
     -2.40868      2.04368      0.77109      1.27259
     -2.39868      1.37334      0.53338      0.83996
     -2.38868      0.94815      0.32762      0.62053
     -2.37868      1.60614      0.51235      1.09379
     -2.36868      2.58046      0.82759      1.75287
     -2.35868      2.48106      0.78229      1.69877
     -2.34868      2.17246      0.71264      1.45982
     -2.33868      1.97476      0.73226      1.24250
     -2.32868      2.00955      0.79436      1.21519
     -2.31868      2.75497      1.03821      1.71675
     -2.30868      3.71631      1.22969      2.48662
     -2.29868      3.77445      1.12349      2.65097
     -2.28868      2.66240      0.77072      1.89169
     -2.27868      1.82066      0.50704      1.31363
     -2.26868      1.76914      0.52107      1.24807
     -2.25868      1.77934      0.59658      1.18276
     -2.24868      2.03409      0.67945      1.35464
     -2.23868      2.95808      0.89297      2.06511
     -2.22868      4.99642      1.30771      3.68871
     -2.21868      6.82199      1.73024      5.09175
     -2.20868      7.57345      2.06204      5.51141
     -2.19868      6.83759      1.90331      4.93428
     -2.18868      5.08720      1.39109      3.69611
     -2.17868      3.99732      1.17417      2.82315
     -2.16868      3.73625      1.09208      2.64416
     -2.15868      4.70889      1.26316      3.44573
     -2.14868      5.41667      1.48847      3.92819
     -2.13868      4.34520      1.31808      3.02712
     -2.12868      3.13527      1.09245      2.04282
     -2.11868      2.85543      1.04666      1.80877
     -2.10868      3.01955      1.00376      2.01579
     -2.09868      3.31870      1.02726      2.29144
     -2.08868      3.89216      1.27313      2.61903
     -2.07868      4.48501      1.45680      3.02821
     -2.06868      4.24401      1.29152      2.95250
     -2.05868      3.81406      1.08145      2.73260
     -2.04868      3.96955      1.07835      2.89120
     -2.03868      4.08580      1.03613      3.04967
     -2.02868      3.41788      0.90958      2.50829
     -2.01868      3.06369      0.98211      2.08158
     -2.00868      2.57906      0.85744      1.72162
     -1.99868      1.89421      0.67129      1.22292
     -1.98868      2.12669      0.78145      1.34525
     -1.97868      3.19128      1.09028      2.10100
     -1.96868      3.74378      1.13852      2.60526
     -1.95868      3.36490      1.00276      2.36214
     -1.94868      3.03358      1.06542      1.96816
     -1.93868      2.98764      1.12427      1.86337
     -1.92868      2.96706      1.01516      1.95190
     -1.91868      2.98366      0.89951      2.08416
     -1.90868      2.61834      0.73600      1.88234
     -1.89868      3.11209      0.79604      2.31605
     -1.88868      4.52435      1.30661      3.21774
     -1.87868      4.42267      1.55878      2.86388
     -1.86868      2.93260      1.24368      1.68892
     -1.85868      1.94289      0.91876      1.02413
     -1.84868      2.06469      0.96300      1.10169
     -1.83868      2.30964      0.85450      1.45514
     -1.82868      3.21667      0.82195      2.39472
     -1.81868      5.10278      1.36265      3.74014
     -1.80868      6.07087      1.82073      4.25015
     -1.79868      5.44670      1.67097      3.77573
     -1.78868      4.47022      1.38174      3.08848
     -1.77868      3.91795      1.37475      2.54320
     -1.76868      3.76006      1.47432      2.28574
     -1.75868      3.19140      1.24508      1.94631
     -1.74868      3.06767      1.16207      1.90560
     -1.73868      3.98773      1.50242      2.48531
     -1.72868      4.73930      1.59968      3.13962
     -1.71868      4.40989      1.30867      3.10122
     -1.70868      3.72529      0.97251      2.75278
     -1.69868      3.06831      0.75401      2.31430
     -1.68868      2.12858      0.69268      1.43591
     -1.67868      1.53193      0.67158      0.86035
     -1.66868      1.19661      0.50543      0.69117
     -1.65868      1.12901      0.35580      0.77321
     -1.64868      1.61881      0.52245      1.09636
     -1.63868      2.66872      0.89091      1.77781
     -1.62868      4.00481      1.29822      2.70659
     -1.61868      4.83443      1.66519      3.16924
     -1.60868      4.38834      1.46096      2.92738
     -1.59868      2.88170      0.80551      2.07619
     -1.58868      1.50980      0.41163      1.09817
     -1.57868      1.57421      0.46301      1.11120
     -1.56868      2.54682      0.69923      1.84759
     -1.55868      2.72264      0.71029      2.01235
     -1.54868      2.20517      0.48756      1.71761
     -1.53868      2.44485      0.47879      1.96606
     -1.52868      3.02749      0.72983      2.29766
     -1.51868      3.09537      0.93055      2.16482
     -1.50868      2.72816      0.82012      1.90804
     -1.49868      1.96167      0.51980      1.44188
     -1.48868      1.16281      0.35341      0.80941
     -1.47868      1.62034      0.57062      1.04971
     -1.46868      2.32900      0.74277      1.58622
     -1.45868      1.97641      0.54421      1.43220
     -1.44868      1.93524      0.49719      1.43805
     -1.43868      2.39671      0.59222      1.80448
     -1.42868      2.56357      0.61488      1.94869
     -1.41868      3.08723      0.89029      2.19694
     -1.40868      3.75287      1.25951      2.49336
     -1.39868      3.33577      1.09961      2.23616
     -1.38868      2.42454      0.68373      1.74081
     -1.37868      1.75475      0.37521      1.37954
     -1.36868      1.72428      0.29187      1.43242
     -1.35868      2.31622      0.36531      1.95091
     -1.34868      2.81462      0.51064      2.30398
     -1.33868      2.84659      0.68102      2.16557
     -1.32868      2.71795      0.72185      1.99610
     -1.31868      2.05598      0.55203      1.50395
     -1.30868      1.38708      0.33217      1.05490
     -1.29868      1.43528      0.22988      1.20540
     -1.28868      1.89574      0.33105      1.56469
     -1.27868      2.22285      0.54444      1.67841
     -1.26868      2.46403      0.74784      1.71619
     -1.25868      2.32095      0.66447      1.65649
     -1.24868      1.98410      0.44453      1.53957
     -1.23868      2.00543      0.36432      1.64111
     -1.22868      1.86820      0.40409      1.46411
     -1.21868      2.00638      0.49005      1.51633
     -1.20868      3.84597      0.96528      2.88069
     -1.19868      5.82735      1.69058      4.13677
     -1.18868      5.23115      1.58384      3.64732
     -1.17868      3.05709      0.83204      2.22505
     -1.16868      2.43328      0.54321      1.89008
     -1.15868      3.15453      0.68796      2.46657
     -1.14868      3.09241      0.68614      2.40627
     -1.13868      1.86036      0.38516      1.47520
     -1.12868      0.77188      0.17171      0.60017
     -1.11868      0.50195      0.18215      0.31979
     -1.10868      0.57374      0.24247      0.33128
     -1.09868      0.36800      0.15403      0.21398
     -1.08868      0.34902      0.12727      0.22175
     -1.07868      0.73234      0.26280      0.46954
     -1.06868      0.72617      0.26681      0.45936
     -1.05868      0.32232      0.12002      0.20230
     -1.04868      0.31025      0.11157      0.19868
     -1.03868      0.54879      0.19558      0.35321
     -1.02868      0.44954      0.15836      0.29118
     -1.01868      0.38730      0.12992      0.25738
     -1.00868      0.66813      0.24031      0.42782
     -0.99868      0.89928      0.37073      0.52855
     -0.98868      1.13590      0.45728      0.67863
     -0.97868      1.29826      0.49347      0.80479
     -0.96868      1.20139      0.49501      0.70638
     -0.95868      1.16756      0.60231      0.56525
     -0.94868      1.57089      0.99569      0.57520
     -0.93868      1.64480      1.11810      0.52670
     -0.92868      1.01714      0.70230      0.31484
     -0.91868      0.61772      0.38438      0.23334
     -0.90868      0.69685      0.40301      0.29384
     -0.89868      0.90913      0.54995      0.35918
     -0.88868      1.54121      0.94084      0.60037
     -0.87868      2.13519      1.30868      0.82651
     -0.86868      1.84056      1.11806      0.72249
     -0.85868      1.13499      0.62531      0.50968
     -0.84868      1.29326      0.72405      0.56921
     -0.83868      2.21396      1.44906      0.76490
     -0.82868      2.53213      1.68966      0.84247
     -0.81868      1.59946      1.00304      0.59642
     -0.80868      1.28525      0.80989      0.47536
     -0.79868      2.58018      1.71627      0.86391
     -0.78868      3.47341      2.31013      1.16328
     -0.77868      2.80334      1.81579      0.98755
     -0.76868      2.65169      1.78068      0.87101
     -0.75868      3.39432      2.38166      1.01266
     -0.74868      3.36313      2.35593      1.00720
     -0.73868      3.77399      2.63506      1.13894
     -0.72868      4.71732      3.34501      1.37231
     -0.71868      5.00689      3.48801      1.51887
     -0.70868      4.69453      3.04347      1.65106
     -0.69868      4.62458      2.89830      1.72628
     -0.68868      4.56508      3.03214      1.53295
     -0.67868      3.86347      2.70182      1.16165
     -0.66868      3.01313      2.09389      0.91923
     -0.65868      2.81587      1.90178      0.91409
     -0.64868      2.66624      1.81305      0.85318
     -0.63868      2.00665      1.37873      0.62792
     -0.62868      2.16144      1.41366      0.74779
     -0.61868      3.46687      2.21135      1.25551
     -0.60868      3.85576      2.47637      1.37939
     -0.59868      3.58854      2.36979      1.21875
     -0.58868      3.82314      2.58358      1.23956
     -0.57868      3.51655      2.38306      1.13349
     -0.56868      2.36097      1.55931      0.80166
     -0.55868      1.78426      1.15433      0.62994
     -0.54868      2.03249      1.33463      0.69785
     -0.53868      2.78108      1.81855      0.96253
     -0.52868      3.36176      2.16902      1.19274
     -0.51868      3.09431      1.95601      1.13830
     -0.50868      2.40924      1.54005      0.86920
     -0.49868      2.35177      1.57919      0.77258
     -0.48868      3.26330      2.26466      0.99864
     -0.47868      4.16469      2.91765      1.24703
     -0.46868      3.33234      2.29906      1.03328
     -0.45868      2.50830      1.64002      0.86829
     -0.44868      2.24439      1.46351      0.78088
     -0.43868      1.86941      1.26737      0.60205
     -0.42868      2.57107      1.76309      0.80798
     -0.41868      3.65178      2.50806      1.14372
     -0.40868      3.27705      2.23678      1.04027
     -0.39868      2.43950      1.62765      0.81186
     -0.38868      2.26210      1.50880      0.75329
     -0.37868      2.46922      1.67946      0.78977
     -0.36868      2.89662      2.02151      0.87510
     -0.35868      3.58506      2.56572      1.01934
     -0.34868      3.50642      2.52212      0.98430
     -0.33868      2.46513      1.73389      0.73124
     -0.32868      1.57010      1.07158      0.49852
     -0.31868      1.35935      0.92309      0.43626
     -0.30868      1.37780      0.95697      0.42083
     -0.29868      1.34675      0.96573      0.38102
     -0.28868      1.51594      1.11487      0.40106
     -0.27868      1.37376      1.02052      0.35324
     -0.26868      0.93735      0.69347      0.24388
     -0.25868      0.79552      0.58422      0.21129
     -0.24868      1.06124      0.78556      0.27567
     -0.23868      1.45410      1.08848      0.36561
     -0.22868      1.45305      1.11185      0.34120
     -0.21868      1.44964      1.13436      0.31528
     -0.20868      1.20365      0.94679      0.25686
     -0.19868      0.78048      0.60662      0.17386
     -0.18868      0.70868      0.54619      0.16249
     -0.17868      0.66145      0.51204      0.14942
     -0.16868      0.56712      0.44158      0.12554
     -0.15868      0.85196      0.66907      0.18290
     -0.14868      0.98196      0.77764      0.20431
     -0.13868      0.68203      0.54350      0.13853
     -0.12868      0.59792      0.47634      0.12159
     -0.11868      0.59430      0.47383      0.12047
     -0.10868      0.57768      0.46470      0.11298
     -0.09868      0.84748      0.68649      0.16099
     -0.08868      1.00352      0.81522      0.18831
     -0.07868      0.92664      0.75308      0.17356
     -0.06868      0.66383      0.53890      0.12494
     -0.05868      0.29962      0.24356      0.05605
     -0.04868      0.28331      0.23269      0.05062
     -0.03868      0.53862      0.44329      0.09533
     -0.02868      0.57341      0.47253      0.10088
     -0.01868      0.58729      0.48554      0.10175
     -0.00868      0.53610      0.44379      0.09231
      0.00132      0.22093      0.18292      0.03801
      0.01132      0.03434      0.02843      0.00591
      0.02132      0.00197      0.00163      0.00034
      0.03132      0.00004      0.00003      0.00001
      0.04132      0.00000      0.00000      0.00000
      0.05132      0.00000      0.00000      0.00000
      0.06132      0.00000      0.00000      0.00000
      0.07132      0.00000      0.00000      0.00000
      0.08132      0.00000      0.00000      0.00000
      0.09132      0.00000      0.00000      0.00000
      0.10132      0.00000      0.00000      0.00000
      0.11132      0.00000      0.00000      0.00000
      0.12132      0.00000      0.00000      0.00000
      0.13132      0.00000      0.00000      0.00000
      0.14132      0.00000      0.00000      0.00000
      0.15132      0.00000      0.00000      0.00000
      0.16132      0.00000      0.00000      0.00000
      0.17132      0.00000      0.00000      0.00000
      0.18132      0.00000      0.00000      0.00000
      0.19132      0.00000      0.00000      0.00000
      0.20132      0.00000      0.00000      0.00000
      0.21132      0.00000      0.00000      0.00000
      0.22132      0.00000      0.00000      0.00000
      0.23132      0.00000      0.00000      0.00000
      0.24132      0.00000      0.00000      0.00000
      0.25132      0.00000      0.00000      0.00000
      0.26132      0.00000      0.00000      0.00000
      0.27132      0.00000      0.00000      0.00000
      0.28132      0.00000      0.00000      0.00000
      0.29132      0.00000      0.00000      0.00000
      0.30132      0.00000      0.00000      0.00000
      0.31132      0.00000      0.00000      0.00000
      0.32132      0.00000      0.00000      0.00000
      0.33132      0.00000      0.00000      0.00000
      0.34132      0.00000      0.00000      0.00000
      0.35132      0.00000      0.00000      0.00000
      0.36132      0.00000      0.00000      0.00000
      0.37132      0.00000      0.00000      0.00000
      0.38132      0.00000      0.00000      0.00000
      0.39132      0.00000      0.00000      0.00000
      0.40132      0.00000      0.00000      0.00000
      0.41132      0.00000      0.00000      0.00000
      0.42132      0.00000      0.00000      0.00000
      0.43132      0.00000      0.00000      0.00000
      0.44132      0.00000      0.00000      0.00000
      0.45132      0.00000      0.00000      0.00000
      0.46132      0.00000      0.00000      0.00000
      0.47132      0.00000      0.00000      0.00000
      0.48132      0.00000      0.00000      0.00000
      0.49132      0.00000      0.00000      0.00000
      0.50132      0.00000      0.00000      0.00000
      0.51132      0.00000      0.00000      0.00000
      0.52132      0.00000      0.00000      0.00000
      0.53132      0.00000      0.00000      0.00000
      0.54132      0.00000      0.00000      0.00000
      0.55132      0.00000      0.00000      0.00000
      0.56132      0.00000      0.00000      0.00000
      0.57132      0.00000      0.00000      0.00000
      0.58132      0.00000      0.00000      0.00000
      0.59132      0.00000      0.00000      0.00000
      0.60132      0.00000      0.00000      0.00000
      0.61132      0.00000      0.00000      0.00000
      0.62132      0.00000      0.00000      0.00000
      0.63132      0.00000      0.00000      0.00000
      0.64132      0.00000      0.00000      0.00000
      0.65132      0.00000      0.00000      0.00000
      0.66132      0.00000      0.00000      0.00000
      0.67132      0.00000      0.00000      0.00000
      0.68132      0.00000      0.00000      0.00000
      0.69132      0.00000      0.00000      0.00000
      0.70132      0.00000      0.00000      0.00000
      0.71132      0.00000      0.00000      0.00000
      0.72132      0.00000      0.00000      0.00000
      0.73132      0.00000      0.00000      0.00000
      0.74132      0.00000      0.00000      0.00000
      0.75132      0.00000      0.00000      0.00000
      0.76132      0.00000      0.00000      0.00000
      0.77132      0.00000      0.00000      0.00000
      0.78132      0.00000      0.00000      0.00000
      0.79132      0.00000      0.00000      0.00000
      0.80132      0.00000      0.00000      0.00000
      0.81132      0.00000      0.00000      0.00000
      0.82132      0.00000      0.00000      0.00000
      0.83132      0.00000      0.00000      0.00000
      0.84132      0.00000      0.00000      0.00000
      0.85132      0.00000      0.00000      0.00000
      0.86132      0.00000      0.00000      0.00000
      0.87132      0.00000      0.00000      0.00000
      0.88132      0.00000      0.00000      0.00000
      0.89132      0.00000      0.00000      0.00000
      0.90132      0.00000      0.00000      0.00000
      0.91132      0.00000      0.00000      0.00000
      0.92132      0.00000      0.00000      0.00000
