Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -5.51192      5.78213      2.13086      3.65127
     -5.50192      5.30543      1.98200      3.32343
     -5.49192      5.21742      1.96944      3.24798
     -5.48192      5.12480      1.92092      3.20388
     -5.47192      4.53663      1.69103      2.84560
     -5.46192      4.81762      1.80652      3.01110
     -5.45192      5.21432      1.96806      3.24627
     -5.44192      4.37305      1.65665      2.71640
     -5.43192      3.32025      1.21525      2.10500
     -5.42192      2.37089      0.80590      1.56499
     -5.41192      1.38314      0.43634      0.94680
     -5.40192      0.92802      0.28003      0.64799
     -5.39192      0.95237      0.28651      0.66586
     -5.38192      1.09574      0.32885      0.76689
     -5.37192      1.55387      0.47379      1.08008
     -5.36192      1.52369      0.48220      1.04149
     -5.35192      1.26164      0.42039      0.84125
     -5.34192      1.28464      0.42052      0.86412
     -5.33192      1.26777      0.39688      0.87089
     -5.32192      1.06390      0.32697      0.73693
     -5.31192      0.99352      0.30065      0.69288
     -5.30192      1.08618      0.32531      0.76088
     -5.29192      1.05254      0.32685      0.72569
     -5.28192      1.13587      0.36866      0.76721
     -5.27192      1.34318      0.43850      0.90468
     -5.26192      1.38164      0.46071      0.92094
     -5.25192      1.26709      0.44157      0.82552
     -5.24192      1.15167      0.39888      0.75280
     -5.23192      1.03629      0.32792      0.70837
     -5.22192      1.08296      0.32203      0.76092
     -5.21192      1.02620      0.31304      0.71316
     -5.20192      0.70813      0.22217      0.48595
     -5.19192      0.39237      0.11970      0.27267
     -5.18192      0.50035      0.14942      0.35093
     -5.17192      0.78994      0.25014      0.53979
     -5.16192      0.77191      0.25566      0.51625
     -5.15192      0.77723      0.25295      0.52428
     -5.14192      1.24088      0.39488      0.84600
     -5.13192      1.31754      0.41327      0.90426
     -5.12192      0.66517      0.20568      0.45948
     -5.11192      0.33562      0.10853      0.22708
     -5.10192      0.51310      0.16604      0.34706
     -5.09192      0.66514      0.20585      0.45929
     -5.08192      0.67622      0.21189      0.46433
     -5.07192      0.70319      0.23237      0.47082
     -5.06192      0.72471      0.24182      0.48289
     -5.05192      0.93471      0.30563      0.62908
     -5.04192      1.30941      0.41845      0.89096
     -5.03192      1.29144      0.42100      0.87044
     -5.02192      0.81400      0.28078      0.53321
     -5.01192      0.42453      0.14756      0.27697
     -5.00192      0.49643      0.15938      0.33705
     -4.99192      0.75748      0.23957      0.51791
     -4.98192      0.67615      0.21313      0.46303
     -4.97192      0.30706      0.09657      0.21049
     -4.96192      0.23981      0.07667      0.16313
     -4.95192      0.50383      0.15914      0.34468
     -4.94192      0.93666      0.29002      0.64664
     -4.93192      1.22833      0.38357      0.84475
     -4.92192      0.88677      0.28671      0.60006
     -4.91192      0.57687      0.19641      0.38046
     -4.90192      0.49538      0.17110      0.32429
     -4.89192      0.38454      0.12571      0.25884
     -4.88192      0.51948      0.15951      0.35997
     -4.87192      0.60628      0.19119      0.41509
     -4.86192      0.44484      0.14764      0.29720
     -4.85192      0.24898      0.08420      0.16478
     -4.84192      0.44678      0.14628      0.30050
     -4.83192      1.14240      0.36748      0.77493
     -4.82192      1.42164      0.45062      0.97102
     -4.81192      0.88453      0.28290      0.60163
