Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo Se 
     -4.53605      1.92423      0.00000      0.00000
     -4.52605      1.25563      0.00000      0.00000
     -4.51605      1.35634      0.00000      0.00000
     -4.50605      1.55831      0.00000      0.00000
     -4.49605      1.42576      0.00000      0.00000
     -4.48605      1.22772      0.00000      0.00000
     -4.47605      1.41683      0.00000      0.00000
     -4.46605      1.75416      0.00000      0.00000
     -4.45605      1.47108      0.00000      0.00000
     -4.44605      1.39840      0.00000      0.00000
     -4.43605      1.71564      0.00000      0.00000
     -4.42605      1.56145      0.00000      0.00000
     -4.41605      1.46443      0.00000      0.00000
     -4.40605      1.48101      0.00000      0.00000
     -4.39605      1.43423      0.00000      0.00000
     -4.38605      1.34311      0.00000      0.00000
     -4.37605      1.01659      0.00000      0.00000
     -4.36605      1.04912      0.00000      0.00000
     -4.35605      1.44366      0.00000      0.00000
     -4.34605      1.39018      0.00000      0.00000
     -4.33605      1.22685      0.00000      0.00000
     -4.32605      1.75854      0.00000      0.00000
     -4.31605      2.18389      0.00000      0.00000
     -4.30605      1.75376      0.00000      0.00000
     -4.29605      1.27723      0.00000      0.00000
     -4.28605      0.95156      0.00000      0.00000
     -4.27605      0.83258      0.00000      0.00000
     -4.26605      1.02595      0.00000      0.00000
     -4.25605      1.19684      0.00000      0.00000
     -4.24605      1.56957      0.00000      0.00000
     -4.23605      2.06495      0.00000      0.00000
     -4.22605      2.06970      0.00000      0.00000
     -4.21605      1.77299      0.00000      0.00000
     -4.20605      2.21958      0.00000      0.00000
     -4.19605      3.13390      0.00000      0.00000
     -4.18605      3.62277      0.00000      0.00000
     -4.17605      4.68532      0.00000      0.00000
     -4.16605      6.43984      0.00000      0.00000
     -4.15605      7.62580      0.00000      0.00000
     -4.14605      7.87475      0.00000      0.00000
     -4.13605      7.84546      0.00000      0.00000
     -4.12605      8.66158      0.00000      0.00000
     -4.11605      9.59181      0.00000      0.00000
     -4.10605     10.32043      0.00000      0.00000
     -4.09605     11.28631      0.00000      0.00000
     -4.08605     12.94780      0.00000      0.00000
     -4.07605     15.64817      0.00000      0.00000
     -4.06605     18.16737      0.00000      0.00000
     -4.05605     17.60002      0.00000      0.00000
     -4.04605     15.56344      0.00000      0.00000
     -4.03605     14.37028      0.00000      0.00000
     -4.02605     13.21061      0.00000      0.00000
     -4.01605     11.90250      0.00000      0.00000
     -4.00605     10.94556      0.00000      0.00000
     -3.99605     10.49563      0.00000      0.00000
     -3.98605     11.06550      0.00000      0.00000
     -3.97605     11.93407      0.00000      0.00000
     -3.96605     12.20609      0.00000      0.00000
     -3.95605     11.82355      0.00000      0.00000
     -3.94605     10.68303      0.00000      0.00000
     -3.93605      9.33466      0.00000      0.00000
     -3.92605      8.51162      0.00000      0.00000
     -3.91605      7.84765      0.00000      0.00000
     -3.90605      7.20226      0.00000      0.00000
     -3.89605      6.55488      0.00000      0.00000
     -3.88605      5.88848      0.00000      0.00000
     -3.87605      5.59121      0.00000      0.00000
     -3.86605      5.58693      0.00000      0.00000
     -3.85605      5.52483      0.00000      0.00000
     -3.84605      4.74980      0.00000      0.00000
     -3.83605      3.21880      0.00000      0.00000
     -3.82605      1.96401      0.00000      0.00000
     -3.81605      1.87288      0.00000      0.00000
     -3.80605      2.20125      0.00000      0.00000
     -3.79605      1.95393      0.00000      0.00000
     -3.78605      1.67846      0.00000      0.00000
     -3.77605      1.53585      0.00000      0.00000
     -3.76605      1.42497      0.00000      0.00000
     -3.75605      1.69291      0.00000      0.00000
     -3.74605      2.06562      0.00000      0.00000
     -3.73605      2.75518      0.00000      0.00000
     -3.72605      3.53157      0.00000      0.00000
     -3.71605      4.09649      0.00000      0.00000
     -3.70605      4.24454      0.00000      0.00000
     -3.69605      3.87161      0.00000      0.00000
     -3.68605      3.15795      0.00000      0.00000
     -3.67605      2.36401      0.00000      0.00000
     -3.66605      1.79568      0.00000      0.00000
     -3.65605      1.91699      0.00000      0.00000
     -3.64605      2.40544      0.00000      0.00000
     -3.63605      2.64466      0.00000      0.00000
     -3.62605      2.66479      0.00000      0.00000
     -3.61605      2.38798      0.00000      0.00000
     -3.60605      2.16374      0.00000      0.00000
     -3.59605      2.69416      0.00000      0.00000
     -3.58605      3.34694      0.00000      0.00000
     -3.57605      3.26239      0.00000      0.00000
     -3.56605      2.36013      0.00000      0.00000
     -3.55605      1.59719      0.00000      0.00000
     -3.54605      1.99380      0.00000      0.00000
     -3.53605      2.91805      0.00000      0.00000
     -3.52605      3.78382      0.00000      0.00000
     -3.51605      4.65304      0.00000      0.00000
     -3.50605      5.38846      0.00000      0.00000
     -3.49605      5.30127      0.00000      0.00000
     -3.48605      5.27330      0.00000      0.00000
     -3.47605      6.59705      0.00000      0.00000
     -3.46605      8.14144      0.00000      0.00000
     -3.45605      8.60990      0.00000      0.00000
     -3.44605      7.08349      0.00000      0.00000
     -3.43605      6.00133      0.00000      0.00000
     -3.42605      6.61994      0.00000      0.00000
     -3.41605      7.11768      0.00000      0.00000
     -3.40605      6.65707      0.00000      0.00000
     -3.39605      6.18092      0.00000      0.00000
     -3.38605      6.25259      0.00000      0.00000
     -3.37605      6.64961      0.00000      0.00000
     -3.36605      7.43084      0.00000      0.00000
     -3.35605      7.82839      0.00000      0.00000
     -3.34605      7.26848      0.00000      0.00000
     -3.33605      6.84180      0.00000      0.00000
     -3.32605      7.42268      0.00000      0.00000
     -3.31605      8.04452      0.00000      0.00000
     -3.30605      8.56082      0.00000      0.00000
     -3.29605      8.96527      0.00000      0.00000
     -3.28605      8.09965      0.00000      0.00000
     -3.27605      6.97044      0.00000      0.00000
     -3.26605      6.95342      0.00000      0.00000
     -3.25605      6.85547      0.00000      0.00000
     -3.24605      6.16323      0.00000      0.00000
     -3.23605      5.72901      0.00000      0.00000
     -3.22605      6.18885      0.00000      0.00000
     -3.21605      6.80343      0.00000      0.00000
     -3.20605      6.53513      0.00000      0.00000
     -3.19605      5.42581      0.00000      0.00000
     -3.18605      4.38604      0.00000      0.00000
     -3.17605      4.07836      0.00000      0.00000
     -3.16605      5.34815      0.00000      0.00000
     -3.15605      6.47357      0.00000      0.00000
     -3.14605      5.51300      0.00000      0.00000
     -3.13605      4.80393      0.00000      0.00000
     -3.12605      5.73672      0.00000      0.00000
     -3.11605      5.78992      0.00000      0.00000
     -3.10605      4.66373      0.00000      0.00000
     -3.09605      4.45425      0.00000      0.00000
     -3.08605      5.09611      0.00000      0.00000
     -3.07605      5.68421      0.00000      0.00000
     -3.06605      6.56932      0.00000      0.00000
     -3.05605      7.32253      0.00000      0.00000
     -3.04605      6.86899      0.00000      0.00000
     -3.03605      6.69008      0.00000      0.00000
     -3.02605      7.37742      0.00000      0.00000
     -3.01605      8.12861      0.00000      0.00000
     -3.00605      7.50429      0.00000      0.00000
     -2.99605      5.93088      0.00000      0.00000
     -2.98605      4.88442      0.00000      0.00000
     -2.97605      4.32741      0.00000      0.00000
     -2.96605      4.02897      0.00000      0.00000
     -2.95605      4.80303      0.00000      0.00000
     -2.94605      6.02992      0.00000      0.00000
     -2.93605      5.94819      0.00000      0.00000
     -2.92605      4.62760      0.00000      0.00000
     -2.91605      4.56482      0.00000      0.00000
     -2.90605      5.35098      0.00000      0.00000
     -2.89605      4.57066      0.00000      0.00000
     -2.88605      3.38737      0.00000      0.00000
     -2.87605      3.96219      0.00000      0.00000
     -2.86605      4.89810      0.00000      0.00000
     -2.85605      4.14033      0.00000      0.00000
     -2.84605      2.82473      0.00000      0.00000
     -2.83605      2.73664      0.00000      0.00000
     -2.82605      3.65700      0.00000      0.00000
     -2.81605      4.22327      0.00000      0.00000
     -2.80605      3.77787      0.00000      0.00000
     -2.79605      3.43491      0.00000      0.00000
     -2.78605      3.71579      0.00000      0.00000
     -2.77605      3.59469      0.00000      0.00000
     -2.76605      3.22021      0.00000      0.00000
     -2.75605      3.73746      0.00000      0.00000
     -2.74605      3.87903      0.00000      0.00000
     -2.73605      3.11691      0.00000      0.00000
     -2.72605      3.37660      0.00000      0.00000
     -2.71605      4.00472      0.00000      0.00000
     -2.70605      3.79129      0.00000      0.00000
     -2.69605      3.75623      0.00000      0.00000
     -2.68605      4.32711      0.00000      0.00000
     -2.67605      4.70457      0.00000      0.00000
     -2.66605      4.47280      0.00000      0.00000
     -2.65605      3.87501      0.00000      0.00000
     -2.64605      2.83432      0.00000      0.00000
     -2.63605      2.10222      0.00000      0.00000
     -2.62605      1.85950      0.00000      0.00000
     -2.61605      2.36388      0.00000      0.00000
     -2.60605      3.21098      0.00000      0.00000
     -2.59605      3.44571      0.00000      0.00000
     -2.58605      3.05799      0.00000      0.00000
     -2.57605      2.96940      0.00000      0.00000
     -2.56605      3.52251      0.00000      0.00000
     -2.55605      3.72424      0.00000      0.00000
     -2.54605      3.67835      0.00000      0.00000
     -2.53605      3.92590      0.00000      0.00000
     -2.52605      3.56265      0.00000      0.00000
     -2.51605      2.82291      0.00000      0.00000
     -2.50605      2.94066      0.00000      0.00000
     -2.49605      3.29352      0.00000      0.00000
     -2.48605      3.40435      0.00000      0.00000
     -2.47605      4.08507      0.00000      0.00000
     -2.46605      4.62552      0.00000      0.00000
     -2.45605      4.18643      0.00000      0.00000
     -2.44605      3.96223      0.00000      0.00000
     -2.43605      4.70928      0.00000      0.00000
     -2.42605      5.00169      0.00000      0.00000
     -2.41605      4.98973      0.00000      0.00000
     -2.40605      5.43724      0.00000      0.00000
     -2.39605      5.36195      0.00000      0.00000
     -2.38605      4.66104      0.00000      0.00000
     -2.37605      4.52915      0.00000      0.00000
     -2.36605      5.05879      0.00000      0.00000
     -2.35605      5.49578      0.00000      0.00000
     -2.34605      5.62067      0.00000      0.00000
     -2.33605      7.86479      0.00000      0.00000
     -2.32605     11.45741      0.00000      0.00000
     -2.31605     12.07152      0.00000      0.00000
     -2.30605     11.07511      0.00000      0.00000
     -2.29605     10.52532      0.00000      0.00000
     -2.28605     10.78183      0.00000      0.00000
     -2.27605      9.78097      0.00000      0.00000
     -2.26605      8.02686      0.00000      0.00000
     -2.25605      7.92547      0.00000      0.00000
     -2.24605      8.96205      0.00000      0.00000
     -2.23605      8.96231      0.00000      0.00000
     -2.22605      7.80067      0.00000      0.00000
     -2.21605      7.95538      0.00000      0.00000
     -2.20605      8.79635      0.00000      0.00000
     -2.19605      8.73301      0.00000      0.00000
     -2.18605      8.39562      0.00000      0.00000
     -2.17605      8.12263      0.00000      0.00000
     -2.16605      7.93264      0.00000      0.00000
     -2.15605      7.51181      0.00000      0.00000
     -2.14605      6.95657      0.00000      0.00000
     -2.13605      6.71433      0.00000      0.00000
     -2.12605      7.29227      0.00000      0.00000
     -2.11605      8.20655      0.00000      0.00000
     -2.10605      7.76929      0.00000      0.00000
     -2.09605      6.41243      0.00000      0.00000
     -2.08605      6.20153      0.00000      0.00000
     -2.07605      7.09976      0.00000      0.00000
     -2.06605      7.61284      0.00000      0.00000
     -2.05605      7.23127      0.00000      0.00000
     -2.04605      6.58530      0.00000      0.00000
     -2.03605      5.82158      0.00000      0.00000
     -2.02605      5.79454      0.00000      0.00000
     -2.01605      6.68061      0.00000      0.00000
     -2.00605      7.49772      0.00000      0.00000
     -1.99605      8.31145      0.00000      0.00000
     -1.98605      8.78350      0.00000      0.00000
     -1.97605      7.67071      0.00000      0.00000
     -1.96605      6.21276      0.00000      0.00000
     -1.95605      5.42454      0.00000      0.00000
     -1.94605      6.46267      0.00000      0.00000
     -1.93605      8.63561      0.00000      0.00000
     -1.92605     10.00683      0.00000      0.00000
     -1.91605     10.00036      0.00000      0.00000
     -1.90605      8.61414      0.00000      0.00000
     -1.89605      7.58562      0.00000      0.00000
     -1.88605      7.33435      0.00000      0.00000
     -1.87605      7.20087      0.00000      0.00000
     -1.86605      6.89309      0.00000      0.00000
     -1.85605      7.11426      0.00000      0.00000
     -1.84605      8.17121      0.00000      0.00000
     -1.83605      8.56791      0.00000      0.00000
     -1.82605      8.07200      0.00000      0.00000
     -1.81605      7.47716      0.00000      0.00000
     -1.80605      6.75708      0.00000      0.00000
     -1.79605      5.77100      0.00000      0.00000
     -1.78605      5.38132      0.00000      0.00000
     -1.77605      5.34954      0.00000      0.00000
     -1.76605      4.72448      0.00000      0.00000
     -1.75605      4.07339      0.00000      0.00000
     -1.74605      3.21009      0.00000      0.00000
     -1.73605      2.95775      0.00000      0.00000
     -1.72605      4.25031      0.00000      0.00000
     -1.71605      5.02061      0.00000      0.00000
     -1.70605      4.21784      0.00000      0.00000
     -1.69605      3.26521      0.00000      0.00000
     -1.68605      2.82370      0.00000      0.00000
     -1.67605      2.65135      0.00000      0.00000
     -1.66605      2.48235      0.00000      0.00000
     -1.65605      3.16433      0.00000      0.00000
     -1.64605      5.23417      0.00000      0.00000
     -1.63605      6.35292      0.00000      0.00000
     -1.62605      6.22557      0.00000      0.00000
     -1.61605      6.21450      0.00000      0.00000
     -1.60605      6.09546      0.00000      0.00000
     -1.59605      6.34541      0.00000      0.00000
     -1.58605      7.18000      0.00000      0.00000
     -1.57605      7.18528      0.00000      0.00000
     -1.56605      5.45236      0.00000      0.00000
     -1.55605      3.98634      0.00000      0.00000
     -1.54605      4.32914      0.00000      0.00000
     -1.53605      5.47670      0.00000      0.00000
     -1.52605      5.93069      0.00000      0.00000
     -1.51605      4.96769      0.00000      0.00000
     -1.50605      4.30750      0.00000      0.00000
     -1.49605      4.57294      0.00000      0.00000
     -1.48605      5.15826      0.00000      0.00000
     -1.47605      5.94493      0.00000      0.00000
     -1.46605      5.99642      0.00000      0.00000
     -1.45605      5.21433      0.00000      0.00000
     -1.44605      4.67962      0.00000      0.00000
     -1.43605      4.51049      0.00000      0.00000
     -1.42605      4.48055      0.00000      0.00000
     -1.41605      4.48745      0.00000      0.00000
     -1.40605      4.71907      0.00000      0.00000
     -1.39605      4.80838      0.00000      0.00000
     -1.38605      4.70380      0.00000      0.00000
     -1.37605      4.38400      0.00000      0.00000
     -1.36605      4.57036      0.00000      0.00000
     -1.35605      5.29667      0.00000      0.00000
     -1.34605      6.32332      0.00000      0.00000
     -1.33605      6.26953      0.00000      0.00000
     -1.32605      4.85098      0.00000      0.00000
     -1.31605      4.05198      0.00000      0.00000
     -1.30605      4.60776      0.00000      0.00000
     -1.29605      5.57509      0.00000      0.00000
     -1.28605      5.55843      0.00000      0.00000
     -1.27605      4.65977      0.00000      0.00000
     -1.26605      4.08665      0.00000      0.00000
     -1.25605      3.42843      0.00000      0.00000
     -1.24605      2.75452      0.00000      0.00000
     -1.23605      2.68429      0.00000      0.00000
     -1.22605      2.04863      0.00000      0.00000
     -1.21605      1.16659      0.00000      0.00000
     -1.20605      0.91569      0.00000      0.00000
     -1.19605      1.05504      0.00000      0.00000
     -1.18605      1.28025      0.00000      0.00000
     -1.17605      1.08308      0.00000      0.00000
     -1.16605      1.20416      0.00000      0.00000
     -1.15605      1.90171      0.00000      0.00000
     -1.14605      2.14039      0.00000      0.00000
     -1.13605      1.88287      0.00000      0.00000
     -1.12605      1.56069      0.00000      0.00000
     -1.11605      1.18620      0.00000      0.00000
     -1.10605      1.58935      0.00000      0.00000
     -1.09605      2.21445      0.00000      0.00000
     -1.08605      1.80260      0.00000      0.00000
     -1.07605      1.56642      0.00000      0.00000
     -1.06605      2.80210      0.00000      0.00000
     -1.05605      4.01022      0.00000      0.00000
     -1.04605      3.74128      0.00000      0.00000
     -1.03605      3.05234      0.00000      0.00000
     -1.02605      2.87952      0.00000      0.00000
     -1.01605      2.99563      0.00000      0.00000
     -1.00605      2.91004      0.00000      0.00000
     -0.99605      3.12705      0.00000      0.00000
     -0.98605      3.60209      0.00000      0.00000
     -0.97605      3.84899      0.00000      0.00000
     -0.96605      4.16237      0.00000      0.00000
     -0.95605      4.69016      0.00000      0.00000
     -0.94605      4.80848      0.00000      0.00000
     -0.93605      4.67107      0.00000      0.00000
     -0.92605      4.94338      0.00000      0.00000
     -0.91605      5.51110      0.00000      0.00000
     -0.90605      6.18692      0.00000      0.00000
     -0.89605      7.34662      0.00000      0.00000
     -0.88605      7.72248      0.00000      0.00000
     -0.87605      6.68767      0.00000      0.00000
     -0.86605      6.09402      0.00000      0.00000
     -0.85605      6.15774      0.00000      0.00000
     -0.84605      6.20595      0.00000      0.00000
     -0.83605      6.64410      0.00000      0.00000
     -0.82605      7.13946      0.00000      0.00000
     -0.81605      7.54290      0.00000      0.00000
     -0.80605      7.87216      0.00000      0.00000
     -0.79605      7.76563      0.00000      0.00000
     -0.78605      7.05627      0.00000      0.00000
     -0.77605      6.02671      0.00000      0.00000
     -0.76605      6.02129      0.00000      0.00000
     -0.75605      7.14324      0.00000      0.00000
     -0.74605      6.59662      0.00000      0.00000
     -0.73605      5.26041      0.00000      0.00000
     -0.72605      5.30463      0.00000      0.00000
     -0.71605      6.04750      0.00000      0.00000
     -0.70605      6.00964      0.00000      0.00000
     -0.69605      5.13847      0.00000      0.00000
     -0.68605      5.24228      0.00000      0.00000
     -0.67605      6.44699      0.00000      0.00000
     -0.66605      6.19281      0.00000      0.00000
     -0.65605      4.98519      0.00000      0.00000
     -0.64605      4.75832      0.00000      0.00000
     -0.63605      4.72753      0.00000      0.00000
     -0.62605      4.97464      0.00000      0.00000
     -0.61605      5.55348      0.00000      0.00000
     -0.60605      5.53814      0.00000      0.00000
     -0.59605      4.76134      0.00000      0.00000
     -0.58605      4.68161      0.00000      0.00000
     -0.57605      5.67380      0.00000      0.00000
     -0.56605      6.08573      0.00000      0.00000
     -0.55605      5.03455      0.00000      0.00000
     -0.54605      4.08655      0.00000      0.00000
     -0.53605      4.49243      0.00000      0.00000
     -0.52605      5.65579      0.00000      0.00000
     -0.51605      6.21589      0.00000      0.00000
     -0.50605      5.27626      0.00000      0.00000
     -0.49605      4.76149      0.00000      0.00000
     -0.48605      5.46789      0.00000      0.00000
     -0.47605      6.52036      0.00000      0.00000
     -0.46605      7.05599      0.00000      0.00000
     -0.45605      5.89190      0.00000      0.00000
     -0.44605      3.52575      0.00000      0.00000
     -0.43605      2.36098      0.00000      0.00000
     -0.42605      2.78822      0.00000      0.00000
     -0.41605      3.13454      0.00000      0.00000
     -0.40605      2.64149      0.00000      0.00000
     -0.39605      1.91797      0.00000      0.00000
     -0.38605      1.74543      0.00000      0.00000
     -0.37605      1.91191      0.00000      0.00000
     -0.36605      2.25158      0.00000      0.00000
     -0.35605      2.19819      0.00000      0.00000
     -0.34605      1.65182      0.00000      0.00000
     -0.33605      1.51181      0.00000      0.00000
     -0.32605      1.82029      0.00000      0.00000
     -0.31605      1.81011      0.00000      0.00000
     -0.30605      1.78413      0.00000      0.00000
     -0.29605      2.13056      0.00000      0.00000
     -0.28605      2.05856      0.00000      0.00000
     -0.27605      1.33398      0.00000      0.00000
     -0.26605      1.00344      0.00000      0.00000
     -0.25605      1.35915      0.00000      0.00000
     -0.24605      1.61841      0.00000      0.00000
     -0.23605      1.50708      0.00000      0.00000
     -0.22605      1.17504      0.00000      0.00000
     -0.21605      0.98712      0.00000      0.00000
     -0.20605      0.92131      0.00000      0.00000
     -0.19605      0.98739      0.00000      0.00000
     -0.18605      1.15900      0.00000      0.00000
     -0.17605      0.96914      0.00000      0.00000
     -0.16605      0.52625      0.00000      0.00000
     -0.15605      0.32608      0.00000      0.00000
     -0.14605      0.54621      0.00000      0.00000
     -0.13605      0.68196      0.00000      0.00000
     -0.12605      0.50854      0.00000      0.00000
     -0.11605      0.44873      0.00000      0.00000
     -0.10605      0.58654      0.00000      0.00000
     -0.09605      0.82484      0.00000      0.00000
     -0.08605      0.79764      0.00000      0.00000
     -0.07605      0.44085      0.00000      0.00000
     -0.06605      0.29253      0.00000      0.00000
     -0.05605      0.43780      0.00000      0.00000
     -0.04605      0.50209      0.00000      0.00000
     -0.03605      0.50393      0.00000      0.00000
     -0.02605      0.52477      0.00000      0.00000
     -0.01605      0.44265      0.00000      0.00000
     -0.00605      0.29119      0.00000      0.00000
      0.00395      0.14731      0.00000      0.00000
      0.01395      0.04009      0.00000      0.00000
      0.02395      0.00446      0.00000      0.00000
      0.03395      0.00019      0.00000      0.00000
      0.04395      0.00000      0.00000      0.00000
      0.05395      0.00000      0.00000      0.00000
      0.06395      0.00000      0.00000      0.00000
      0.07395      0.00000      0.00000      0.00000
      0.08395      0.00000      0.00000      0.00000
      0.09395      0.00000      0.00000      0.00000
      0.10395      0.00000      0.00000      0.00000
      0.11395      0.00000      0.00000      0.00000
      0.12395      0.00000      0.00000      0.00000
      0.13395      0.00000      0.00000      0.00000
      0.14395      0.00000      0.00000      0.00000
      0.15395      0.00000      0.00000      0.00000
      0.16395      0.00000      0.00000      0.00000
      0.17395      0.00000      0.00000      0.00000
      0.18395      0.00000      0.00000      0.00000
      0.19395      0.00000      0.00000      0.00000
      0.20395      0.00000      0.00000      0.00000
      0.21395      0.00000      0.00000      0.00000
      0.22395      0.00000      0.00000      0.00000
      0.23395      0.00000      0.00000      0.00000
      0.24395      0.00000      0.00000      0.00000
      0.25395      0.00000      0.00000      0.00000
      0.26395      0.00000      0.00000      0.00000
      0.27395      0.00000      0.00000      0.00000
      0.28395      0.00000      0.00000      0.00000
      0.29395      0.00000      0.00000      0.00000
      0.30395      0.00000      0.00000      0.00000
      0.31395      0.00000      0.00000      0.00000
      0.32395      0.00000      0.00000      0.00000
      0.33395      0.00000      0.00000      0.00000
      0.34395      0.00000      0.00000      0.00000
      0.35395      0.00000      0.00000      0.00000
      0.36395      0.00000      0.00000      0.00000
      0.37395      0.00000      0.00000      0.00000
      0.38395      0.00000      0.00000      0.00000
      0.39395      0.00000      0.00000      0.00000
      0.40395      0.00000      0.00000      0.00000
      0.41395      0.00000      0.00000      0.00000
      0.42395      0.00000      0.00000      0.00000
      0.43395      0.00000      0.00000      0.00000
      0.44395      0.00000      0.00000      0.00000
      0.45395      0.00000      0.00000      0.00000
      0.46395      0.00000      0.00000      0.00000
      0.47395      0.00000      0.00000      0.00000
      0.48395      0.00000      0.00000      0.00000
      0.49395      0.00000      0.00000      0.00000
      0.50395      0.00000      0.00000      0.00000
      0.51395      0.00000      0.00000      0.00000
      0.52395      0.00000      0.00000      0.00000
      0.53395      0.00000      0.00000      0.00000
      0.54395      0.00000      0.00000      0.00000
      0.55395      0.00000      0.00000      0.00000
      0.56395      0.00000      0.00000      0.00000
      0.57395      0.00000      0.00000      0.00000
      0.58395      0.00000      0.00000      0.00000
      0.59395      0.00000      0.00000      0.00000
      0.60395      0.00000      0.00000      0.00000
      0.61395      0.00000      0.00000      0.00000
      0.62395      0.00000      0.00000      0.00000
      0.63395      0.00000      0.00000      0.00000
      0.64395      0.00000      0.00000      0.00000
      0.65395      0.00000      0.00000      0.00000
      0.66395      0.00000      0.00000      0.00000
      0.67395      0.00000      0.00000      0.00000
      0.68395      0.00000      0.00000      0.00000
      0.69395      0.00000      0.00000      0.00000
      0.70395      0.00000      0.00000      0.00000
      0.71395      0.00000      0.00000      0.00000
      0.72395      0.00000      0.00000      0.00000
      0.73395      0.00000      0.00000      0.00000
      0.74395      0.00000      0.00000      0.00000
      0.75395      0.00000      0.00000      0.00000
      0.76395      0.00000      0.00000      0.00000
      0.77395      0.00000      0.00000      0.00000
      0.78395      0.00000      0.00000      0.00000
      0.79395      0.00000      0.00000      0.00000
      0.80395      0.00000      0.00000      0.00000
      0.81395      0.00000      0.00000      0.00000
      0.82395      0.00000      0.00000      0.00000
      0.83395      0.00000      0.00000      0.00000
      0.84395      0.00000      0.00000      0.00000
      0.85395      0.00000      0.00000      0.00000
      0.86395      0.00000      0.00000      0.00000
      0.87395      0.00000      0.00000      0.00000
      0.88395      0.00000      0.00000      0.00000
      0.89395      0.00000      0.00000      0.00000
      0.90395      0.00000      0.00000      0.00000
      0.91395      0.00000      0.00000      0.00000
      0.92395      0.00000      0.00000      0.00000
      0.93395      0.00000      0.00000      0.00000
      0.94395      0.00000      0.00000      0.00000
      0.95395      0.00000      0.00000      0.00000
      0.96395      0.00000      0.00000      0.00000
      0.97395      0.00000      0.00000      0.00000
      0.98395      0.00000      0.00000      0.00000
      0.99395      0.00000      0.00000      0.00000
      1.00395      0.00000      0.00000      0.00000
      1.01395      0.00000      0.00000      0.00000
      1.02395      0.00000      0.00000      0.00000
      1.03395      0.00000      0.00000      0.00000
      1.04395      0.00000      0.00000      0.00000
      1.05395      0.00000      0.00000      0.00000
      1.06395      0.00000      0.00000      0.00000
      1.07395      0.00000      0.00000      0.00000
      1.08395      0.00000      0.00000      0.00000
      1.09395      0.00000      0.00000      0.00000
      1.10395      0.00000      0.00000      0.00000
      1.11395      0.00000      0.00000      0.00000
      1.12395      0.00000      0.00000      0.00000
      1.13395      0.00000      0.00000      0.00000
      1.14395      0.00000      0.00000      0.00000
      1.15395      0.00000      0.00000      0.00000
      1.16395      0.00000      0.00000      0.00000
      1.17395      0.00000      0.00000      0.00000
      1.18395      0.00000      0.00000      0.00000
      1.19395      0.00000      0.00000      0.00000
      1.20395      0.00000      0.00000      0.00000
      1.21395      0.00000      0.00000      0.00000
      1.22395      0.00000      0.00000      0.00000
      1.23395      0.00000      0.00000      0.00000
      1.24395      0.00000      0.00000      0.00000
