Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo Se 
     -5.09508      5.32974      0.00000      0.00000
     -5.08508      6.15570      0.00000      0.00000
     -5.07508      6.25545      0.00000      0.00000
     -5.06508      5.66810      0.00000      0.00000
     -5.05508      5.33654      0.00000      0.00000
     -5.04508      5.75556      0.00000      0.00000
     -5.03508      6.34769      0.00000      0.00000
     -5.02508      7.31037      0.00000      0.00000
     -5.01508      8.78673      0.00000      0.00000
     -5.00508      9.57491      0.00000      0.00000
     -4.99508      8.95265      0.00000      0.00000
     -4.98508      7.67393      0.00000      0.00000
     -4.97508      7.05403      0.00000      0.00000
     -4.96508      6.95611      0.00000      0.00000
     -4.95508      6.82053      0.00000      0.00000
     -4.94508      6.99805      0.00000      0.00000
     -4.93508      8.05693      0.00000      0.00000
     -4.92508      8.64981      0.00000      0.00000
     -4.91508      7.98186      0.00000      0.00000
     -4.90508      7.47343      0.00000      0.00000
     -4.89508      7.69007      0.00000      0.00000
     -4.88508      7.93758      0.00000      0.00000
     -4.87508      7.26946      0.00000      0.00000
     -4.86508      6.94737      0.00000      0.00000
     -4.85508      9.40253      0.00000      0.00000
     -4.84508     11.39789      0.00000      0.00000
     -4.83508     11.16521      0.00000      0.00000
     -4.82508     11.00819      0.00000      0.00000
     -4.81508     10.11903      0.00000      0.00000
     -4.80508      9.43434      0.00000      0.00000
     -4.79508      9.63405      0.00000      0.00000
     -4.78508      9.62599      0.00000      0.00000
     -4.77508      9.63470      0.00000      0.00000
     -4.76508      9.91748      0.00000      0.00000
     -4.75508      9.93707      0.00000      0.00000
     -4.74508      9.64772      0.00000      0.00000
     -4.73508      9.33809      0.00000      0.00000
     -4.72508      9.14280      0.00000      0.00000
     -4.71508      8.57195      0.00000      0.00000
     -4.70508      7.40563      0.00000      0.00000
     -4.69508      6.77231      0.00000      0.00000
     -4.68508      6.74326      0.00000      0.00000
     -4.67508      5.51120      0.00000      0.00000
     -4.66508      4.29519      0.00000      0.00000
     -4.65508      4.39623      0.00000      0.00000
     -4.64508      4.25891      0.00000      0.00000
     -4.63508      3.61392      0.00000      0.00000
     -4.62508      2.82723      0.00000      0.00000
     -4.61508      1.88358      0.00000      0.00000
     -4.60508      1.62553      0.00000      0.00000
     -4.59508      1.95671      0.00000      0.00000
     -4.58508      2.10009      0.00000      0.00000
     -4.57508      2.19484      0.00000      0.00000
     -4.56508      2.43247      0.00000      0.00000
     -4.55508      2.69730      0.00000      0.00000
     -4.54508      2.68896      0.00000      0.00000
     -4.53508      1.97034      0.00000      0.00000
     -4.52508      1.35366      0.00000      0.00000
     -4.51508      1.58567      0.00000      0.00000
     -4.50508      1.66492      0.00000      0.00000
     -4.49508      1.45134      0.00000      0.00000
     -4.48508      1.49944      0.00000      0.00000
     -4.47508      1.86631      0.00000      0.00000
     -4.46508      2.25878      0.00000      0.00000
     -4.45508      2.66662      0.00000      0.00000
     -4.44508      2.54463      0.00000      0.00000
     -4.43508      1.50195      0.00000      0.00000
     -4.42508      0.80258      0.00000      0.00000
     -4.41508      0.97422      0.00000      0.00000
     -4.40508      1.34046      0.00000      0.00000
     -4.39508      1.33725      0.00000      0.00000
     -4.38508      1.51721      0.00000      0.00000
     -4.37508      1.99656      0.00000      0.00000
     -4.36508      2.28520      0.00000      0.00000
     -4.35508      2.34625      0.00000      0.00000
     -4.34508      1.84443      0.00000      0.00000
     -4.33508      1.04093      0.00000      0.00000
     -4.32508      0.86485      0.00000      0.00000
     -4.31508      0.94457      0.00000      0.00000
     -4.30508      1.28168      0.00000      0.00000
     -4.29508      1.58604      0.00000      0.00000
     -4.28508      1.22125      0.00000      0.00000
     -4.27508      1.08995      0.00000      0.00000
     -4.26508      1.63239      0.00000      0.00000
     -4.25508      1.97184      0.00000      0.00000
     -4.24508      2.12012      0.00000      0.00000
     -4.23508      1.90849      0.00000      0.00000
     -4.22508      1.33274      0.00000      0.00000
     -4.21508      1.08680      0.00000      0.00000
     -4.20508      0.95580      0.00000      0.00000
     -4.19508      0.83009      0.00000      0.00000
     -4.18508      1.07319      0.00000      0.00000
     -4.17508      1.13901      0.00000      0.00000
     -4.16508      1.01702      0.00000      0.00000
     -4.15508      1.44730      0.00000      0.00000
     -4.14508      1.96323      0.00000      0.00000
     -4.13508      2.16041      0.00000      0.00000
     -4.12508      2.03271      0.00000      0.00000
     -4.11508      1.26958      0.00000      0.00000
     -4.10508      0.57047      0.00000      0.00000
     -4.09508      0.59421      0.00000      0.00000
     -4.08508      0.86305      0.00000      0.00000
     -4.07508      1.12877      0.00000      0.00000
     -4.06508      1.28025      0.00000      0.00000
     -4.05508      1.26521      0.00000      0.00000
     -4.04508      1.44400      0.00000      0.00000
     -4.03508      1.68636      0.00000      0.00000
     -4.02508      1.79018      0.00000      0.00000
     -4.01508      2.15006      0.00000      0.00000
     -4.00508      2.19477      0.00000      0.00000
     -3.99508      1.70681      0.00000      0.00000
     -3.98508      1.54690      0.00000      0.00000
     -3.97508      1.86523      0.00000      0.00000
     -3.96508      2.92764      0.00000      0.00000
     -3.95508      5.00609      0.00000      0.00000
     -3.94508      7.87773      0.00000      0.00000
     -3.93508     12.38538      0.00000      0.00000
     -3.92508     18.82490      0.00000      0.00000
     -3.91508     21.80174      0.00000      0.00000
     -3.90508     19.88031      0.00000      0.00000
     -3.89508     17.67480      0.00000      0.00000
     -3.88508     16.08684      0.00000      0.00000
     -3.87508     14.35824      0.00000      0.00000
     -3.86508     13.55351      0.00000      0.00000
     -3.85508     13.56169      0.00000      0.00000
     -3.84508     13.25093      0.00000      0.00000
     -3.83508     12.68494      0.00000      0.00000
     -3.82508     12.54559      0.00000      0.00000
     -3.81508     12.51783      0.00000      0.00000
     -3.80508     12.08688      0.00000      0.00000
     -3.79508     11.20867      0.00000      0.00000
     -3.78508     10.45837      0.00000      0.00000
     -3.77508     10.29563      0.00000      0.00000
     -3.76508     10.08720      0.00000      0.00000
     -3.75508      9.31188      0.00000      0.00000
     -3.74508      8.58746      0.00000      0.00000
     -3.73508      7.70614      0.00000      0.00000
     -3.72508      6.96371      0.00000      0.00000
     -3.71508      6.49473      0.00000      0.00000
     -3.70508      5.91612      0.00000      0.00000
     -3.69508      5.41348      0.00000      0.00000
     -3.68508      5.23903      0.00000      0.00000
     -3.67508      5.12907      0.00000      0.00000
     -3.66508      5.24015      0.00000      0.00000
     -3.65508      4.86319      0.00000      0.00000
     -3.64508      4.48982      0.00000      0.00000
     -3.63508      4.04742      0.00000      0.00000
     -3.62508      3.03723      0.00000      0.00000
     -3.61508      2.71190      0.00000      0.00000
     -3.60508      2.86585      0.00000      0.00000
     -3.59508      2.59241      0.00000      0.00000
     -3.58508      2.19780      0.00000      0.00000
     -3.57508      1.87843      0.00000      0.00000
     -3.56508      1.26541      0.00000      0.00000
     -3.55508      1.03048      0.00000      0.00000
     -3.54508      1.69894      0.00000      0.00000
     -3.53508      2.35222      0.00000      0.00000
     -3.52508      2.28611      0.00000      0.00000
     -3.51508      2.35647      0.00000      0.00000
     -3.50508      3.01282      0.00000      0.00000
     -3.49508      3.41445      0.00000      0.00000
     -3.48508      3.56792      0.00000      0.00000
     -3.47508      3.68868      0.00000      0.00000
     -3.46508      2.94608      0.00000      0.00000
     -3.45508      2.09598      0.00000      0.00000
     -3.44508      2.10284      0.00000      0.00000
     -3.43508      1.87283      0.00000      0.00000
     -3.42508      1.44980      0.00000      0.00000
     -3.41508      1.77556      0.00000      0.00000
