Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo Se 
     -3.69092      0.72437      0.27833      0.44604
     -3.68092      0.63007      0.23535      0.39471
     -3.67092      0.81947      0.29272      0.52675
     -3.66092      1.00174      0.35202      0.64971
     -3.65092      0.94529      0.33412      0.61118
     -3.64092      0.65346      0.23738      0.41608
     -3.63092      0.47055      0.16334      0.30721
     -3.62092      1.04026      0.34778      0.69248
     -3.61092      2.20891      0.73996      1.46895
     -3.60092      2.90989      0.95989      1.95000
     -3.59092      2.40849      0.79122      1.61727
     -3.58092      1.82499      0.60873      1.21626
     -3.57092      1.62496      0.53829      1.08667
     -3.56092      1.07709      0.35741      0.71967
     -3.55092      0.57493      0.19928      0.37565
     -3.54092      0.72783      0.26234      0.46549
     -3.53092      1.06070      0.37067      0.69004
     -3.52092      1.21742      0.40455      0.81287
     -3.51092      1.17577      0.35480      0.82097
     -3.50092      1.11535      0.29755      0.81781
     -3.49092      1.24717      0.36174      0.88543
     -3.48092      1.67850      0.55517      1.12333
     -3.47092      1.99365      0.69556      1.29808
     -3.46092      1.70741      0.63097      1.07644
     -3.45092      0.87804      0.34736      0.53067
     -3.44092      0.37260      0.14758      0.22502
     -3.43092      0.66721      0.23861      0.42860
     -3.42092      1.17751      0.39762      0.77989
     -3.41092      1.22759      0.38572      0.84187
     -3.40092      0.95826      0.29073      0.66752
     -3.39092      1.00258      0.34647      0.65611
     -3.38092      1.44914      0.50470      0.94444
     -3.37092      2.13077      0.70031      1.43046
     -3.36092      3.43516      1.13964      2.29552
     -3.35092      4.54917      1.53253      3.01664
     -3.34092      4.40170      1.49155      2.91015
     -3.33092      3.73853      1.23266      2.50587
     -3.32092      3.34672      1.07262      2.27410
     -3.31092      3.27597      1.02574      2.25024
     -3.30092      3.87574      1.14292      2.73282
     -3.29092      4.94451      1.42912      3.51539
     -3.28092      5.84249      1.64761      4.19488
     -3.27092      6.57953      1.73210      4.84743
     -3.26092      6.62252      1.74645      4.87607
     -3.25092      5.82211      1.70596      4.11615
     -3.24092      5.06193      1.63103      3.43090
     -3.23092      4.28816      1.43801      2.85015
     -3.22092      3.14314      1.08081      2.06233
     -3.21092      2.20703      0.78034      1.42668
     -3.20092      2.20951      0.80142      1.40809
     -3.19092      2.85428      1.05111      1.80317
     -3.18092      3.46090      1.30654      2.15436
     -3.17092      3.44682      1.34896      2.09786
     -3.16092      3.03738      1.21447      1.82291
     -3.15092      2.64528      1.03937      1.60591
     -3.14092      2.66864      1.00144      1.66720
     -3.13092      3.12451      1.16798      1.95653
     -3.12092      3.44407      1.30369      2.14038
     -3.11092      3.13212      1.18247      1.94965
     -3.10092      2.23943      0.85163      1.38780
     -3.09092      1.52204      0.59182      0.93022
     -3.08092      2.28609      0.89259      1.39349
     -3.07092      4.10937      1.60741      2.50195
     -3.06092      3.88913      1.54154      2.34759
     -3.05092      2.45240      1.00553      1.44687
     -3.04092      2.01884      0.84762      1.17122
     -3.03092      2.36070      0.99917      1.36153
     -3.02092      2.51010      1.04781      1.46228
     -3.01092      2.21228      0.92883      1.28345
     -3.00092      2.21018      0.97045      1.23972
     -2.99092      2.47424      1.07962      1.39461
     -2.98092      2.80260      1.16167      1.64093
     -2.97092      3.03692      1.23050      1.80642
     -2.96092      3.04309      1.20763      1.83547
     -2.95092      3.18738      1.20735      1.98003
     -2.94092      3.37732      1.30671      2.07061
     -2.93092      3.48953      1.42478      2.06476
     -2.92092      3.29297      1.35955      1.93342
     -2.91092      3.13341      1.34525      1.78816
     -2.90092      3.67466      1.68363      1.99103
     -2.89092      3.86042      1.80945      2.05097
     -2.88092      3.09450      1.44450      1.64999
     -2.87092      2.81693      1.21990      1.59702
     -2.86092      2.60674      1.04744      1.55930
     -2.85092      2.06973      0.85706      1.21267
     -2.84092      2.08389      0.91946      1.16443
     -2.83092      2.84281      1.24495      1.59786
     -2.82092      3.26858      1.41087      1.85771
     -2.81092      2.59729      1.09182      1.50546
     -2.80092      1.86540      0.76929      1.09610
     -2.79092      1.78731      0.73604      1.05127
     -2.78092      1.86387      0.75528      1.10859
     -2.77092      2.09909      0.87907      1.22002
     -2.76092      2.59800      1.10470      1.49330
     -2.75092      2.56989      1.06844      1.50145
     -2.74092      1.90238      0.76962      1.13276
     -2.73092      1.27433      0.50544      0.76889
     -2.72092      1.42728      0.56731      0.85997
     -2.71092      1.65497      0.68532      0.96965
     -2.70092      1.50703      0.67372      0.83332
     -2.69092      1.63597      0.75217      0.88380
     -2.68092      2.18082      0.98741      1.19341
     -2.67092      2.41283      1.10006      1.31277
     -2.66092      1.96351      0.88148      1.08203
     -2.65092      1.56602      0.65474      0.91128
     -2.64092      1.50950      0.57728      0.93222
     -2.63092      1.44275      0.53030      0.91245
     -2.62092      1.28944      0.50424      0.78520
     -2.61092      1.42679      0.57292      0.85386
     -2.60092      1.85971      0.65843      1.20128
     -2.59092      2.27769      0.76868      1.50901
     -2.58092      2.42867      0.89962      1.52905
     -2.57092      2.12055      0.85006      1.27049
     -2.56092      2.13990      0.89031      1.24959
     -2.55092      2.13591      0.88907      1.24684
     -2.54092      1.74107      0.72436      1.01672
     -2.53092      1.46613      0.58934      0.87680
     -2.52092      1.37783      0.48062      0.89721
     -2.51092      1.37741      0.48601      0.89140
     -2.50092      1.44729      0.61985      0.82744
     -2.49092      1.66605      0.77072      0.89533
     -2.48092      1.73464      0.75698      0.97766
     -2.47092      1.45951      0.58736      0.87215
     -2.46092      0.94391      0.37266      0.57125
     -2.45092      0.83226      0.34432      0.48794
     -2.44092      1.18387      0.53316      0.65071
     -2.43092      1.59963      0.70068      0.89895
     -2.42092      1.98869      0.75461      1.23408
     -2.41092      2.00342      0.67109      1.33233
     -2.40092      1.82220      0.60305      1.21914
     -2.39092      1.75757      0.63877      1.11879
     -2.38092      1.71798      0.64522      1.07275
     -2.37092      2.01849      0.69724      1.32125
     -2.36092      2.54865      0.92051      1.62814
     -2.35092      2.46499      1.01426      1.45074
     -2.34092      2.23903      0.91507      1.32396
     -2.33092      2.27656      0.81851      1.45806
     -2.32092      1.99363      0.66012      1.33350
     -2.31092      1.91669      0.63694      1.27975
     -2.30092      2.33353      0.79128      1.54225
     -2.29092      2.51282      0.90782      1.60501
     -2.28092      2.32282      0.94181      1.38101
     -2.27092      1.78628      0.72089      1.06539
     -2.26092      1.55839      0.52308      1.03531
     -2.25092      2.11094      0.65485      1.45609
     -2.24092      3.00879      0.95150      2.05729
     -2.23092      3.59351      1.15912      2.43439
     -2.22092      3.71750      1.18733      2.53017
     -2.21092      4.50720      1.32346      3.18373
     -2.20092      5.69879      1.57774      4.12105
     -2.19092      6.29311      1.74912      4.54399
     -2.18092      6.70929      1.88527      4.82403
     -2.17092      6.75688      1.86381      4.89307
     -2.16092      6.08457      1.71408      4.37048
     -2.15092      5.31061      1.65016      3.66045
     -2.14092      4.47424      1.49405      2.98019
     -2.13092      4.18487      1.35319      2.83168
     -2.12092      4.10636      1.28764      2.81871
     -2.11092      3.75279      1.23909      2.51370
     -2.10092      3.67175      1.30812      2.36364
     -2.09092      3.68730      1.28905      2.39825
     -2.08092      3.81084      1.28079      2.53006
     -2.07092      3.86549      1.29725      2.56825
     -2.06092      4.01140      1.31180      2.69960
     -2.05092      4.82738      1.55250      3.27488
     -2.04092      4.94500      1.62238      3.32262
     -2.03092      3.87092      1.31684      2.55408
     -2.02092      2.51762      0.90961      1.60800
     -2.01092      2.23867      0.78058      1.45809
     -2.00092      3.39013      1.13494      2.25519
     -1.99092      3.78280      1.36512      2.41769
     -1.98092      3.52722      1.34145      2.18576
     -1.97092      3.61373      1.32735      2.28638
     -1.96092      3.45904      1.24725      2.21179
     -1.95092      3.23389      1.13442      2.09946
     -1.94092      2.89456      0.97668      1.91788
     -1.93092      2.61134      0.91403      1.69730
     -1.92092      2.83024      1.03026      1.79998
     -1.91092      3.33986      1.15410      2.18576
     -1.90092      3.22829      1.04837      2.17992
     -1.89092      3.53451      1.16681      2.36770
     -1.88092      4.90126      1.68511      3.21615
     -1.87092      4.67998      1.61525      3.06474
     -1.86092      3.85007      1.37488      2.47519
     -1.85092      3.99218      1.53756      2.45461
     -1.84092      3.94568      1.51974      2.42594
     -1.83092      3.70056      1.34268      2.35788
     -1.82092      3.48572      1.25527      2.23045
     -1.81092      3.36058      1.31449      2.04608
     -1.80092      3.75056      1.56989      2.18067
     -1.79092      3.82129      1.49062      2.33066
     -1.78092      3.58969      1.24142      2.34826
     -1.77092      3.64909      1.28991      2.35918
     -1.76092      3.66735      1.39600      2.27135
     -1.75092      3.39045      1.37694      2.01352
     -1.74092      3.59328      1.46856      2.12472
     -1.73092      4.47284      1.73235      2.74049
     -1.72092      4.42282      1.69361      2.72921
     -1.71092      3.58161      1.29468      2.28693
     -1.70092      3.30239      1.04561      2.25678
     -1.69092      3.41770      1.06805      2.34965
     -1.68092      2.84654      0.94393      1.90261
     -1.67092      2.03545      0.63743      1.39801
     -1.66092      2.19188      0.68177      1.51011
     -1.65092      2.79283      1.00629      1.78654
     -1.64092      3.25534      1.28693      1.96841
     -1.63092      3.14411      1.19233      1.95177
     -1.62092      2.54971      0.89528      1.65443
     -1.61092      2.63273      0.95082      1.68192
     -1.60092      3.49942      1.27570      2.22373
     -1.59092      3.35341      1.19485      2.15856
     -1.58092      2.43458      0.84118      1.59340
     -1.57092      2.66959      0.87587      1.79372
     -1.56092      3.76226      1.20753      2.55473
     -1.55092      4.14257      1.28642      2.85615
     -1.54092      3.31695      0.97162      2.34534
     -1.53092      2.05096      0.54835      1.50261
     -1.52092      1.51018      0.39803      1.11215
     -1.51092      1.74337      0.50866      1.23471
     -1.50092      2.47022      0.79079      1.67942
     -1.49092      2.76425      0.98765      1.77660
     -1.48092      2.34837      0.88938      1.45899
     -1.47092      2.02960      0.65697      1.37263
     -1.46092      1.84901      0.51588      1.33313
     -1.45092      1.78600      0.52111      1.26489
     -1.44092      2.42878      0.73167      1.69711
     -1.43092      2.93382      0.88910      2.04472
     -1.42092      2.62185      0.77794      1.84391
     -1.41092      2.07096      0.58059      1.49037
     -1.40092      1.94008      0.52679      1.41329
     -1.39092      2.31102      0.67062      1.64039
     -1.38092      2.64475      0.82910      1.81564
     -1.37092      2.54315      0.86662      1.67653
     -1.36092      2.29048      0.74922      1.54126
     -1.35092      2.22476      0.64106      1.58371
     -1.34092      1.89775      0.57925      1.31850
     -1.33092      2.06628      0.65810      1.40818
     -1.32092      2.50165      0.71786      1.78378
     -1.31092      2.54761      0.63425      1.91336
     -1.30092      2.44356      0.63119      1.81237
     -1.29092      2.34909      0.71114      1.63795
     -1.28092      2.51915      0.77663      1.74252
     -1.27092      2.58719      0.78862      1.79857
     -1.26092      2.86137      0.89043      1.97094
     -1.25092      4.02158      1.29814      2.72344
     -1.24092      5.25153      1.67147      3.58006
     -1.23092      5.04776      1.52996      3.51780
     -1.22092      3.84061      1.11004      2.73057
     -1.21092      3.01830      0.78933      2.22897
     -1.20092      2.49337      0.56059      1.93279
     -1.19092      2.20051      0.48761      1.71290
     -1.18092      1.85227      0.49488      1.35739
     -1.17092      1.02688      0.36011      0.66677
     -1.16092      0.37227      0.16725      0.20503
     -1.15092      0.27862      0.13562      0.14300
     -1.14092      0.60440      0.29242      0.31198
     -1.13092      0.72733      0.34332      0.38401
     -1.12092      0.60082      0.26974      0.33109
     -1.11092      0.71621      0.33079      0.38542
     -1.10092      0.68184      0.32722      0.35462
     -1.09092      0.38325      0.19314      0.19011
     -1.08092      0.32367      0.18097      0.14270
     -1.07092      0.33017      0.18472      0.14545
     -1.06092      0.34791      0.17201      0.17590
     -1.05092      0.49135      0.22716      0.26419
     -1.04092      0.45900      0.22531      0.23369
     -1.03092      0.60824      0.35718      0.25106
     -1.02092      1.11914      0.69226      0.42688
     -1.01092      1.51706      0.90409      0.61297
     -1.00092      1.66020      0.91348      0.74672
     -0.99092      1.71099      0.88707      0.82392
     -0.98092      1.64489      0.86994      0.77495
     -0.97092      1.46722      0.82081      0.64641
     -0.96092      1.25542      0.71521      0.54021
     -0.95092      1.24190      0.69959      0.54231
     -0.94092      1.20141      0.65314      0.54827
     -0.93092      0.93150      0.50595      0.42556
     -0.92092      0.92576      0.57330      0.35245
     -0.91092      1.66397      1.06086      0.60312
     -0.90092      2.18059      1.39754      0.78306
     -0.89092      1.70463      1.11812      0.58651
     -0.88092      1.33262      0.85390      0.47872
     -0.87092      1.58457      1.01210      0.57247
     -0.86092      1.64614      1.06966      0.57648
     -0.85092      1.60955      1.01551      0.59404
     -0.84092      2.14206      1.35602      0.78603
     -0.83092      2.76167      1.80522      0.95645
     -0.82092      2.92778      1.90668      1.02110
     -0.81092      2.76168      1.77726      0.98441
     -0.80092      2.61180      1.67728      0.93452
     -0.79092      2.87813      1.85461      1.02353
     -0.78092      3.43532      2.29710      1.13822
     -0.77092      3.71897      2.56933      1.14963
     -0.76092      4.30153      3.01071      1.29082
     -0.75092      4.92354      3.44236      1.48119
     -0.74092      4.51363      3.16236      1.35126
     -0.73092      3.94569      2.76296      1.18273
     -0.72092      3.99728      2.72412      1.27316
     -0.71092      3.69253      2.47087      1.22166
     -0.70092      3.22440      2.18145      1.04294
     -0.69092      3.16796      2.14479      1.02317
     -0.68092      3.32647      2.22011      1.10636
     -0.67092      3.22420      2.14606      1.07813
     -0.66092      2.94246      1.96465      0.97780
     -0.65092      3.20675      2.14457      1.06218
     -0.64092      3.32355      2.19219      1.13136
     -0.63092      2.64199      1.72219      0.91979
     -0.62092      2.70341      1.80114      0.90227
     -0.61092      3.22013      2.16585      1.05428
     -0.60092      2.56600      1.71872      0.84729
     -0.59092      2.09723      1.41361      0.68362
     -0.58092      3.07597      2.09158      0.98439
     -0.57092      3.39632      2.30418      1.09213
     -0.56092      2.46697      1.66486      0.80211
     -0.55092      2.19321      1.46674      0.72647
     -0.54092      2.67242      1.79945      0.87297
     -0.53092      2.88982      1.95191      0.93790
     -0.52092      2.42688      1.61534      0.81154
     -0.51092      2.08657      1.39581      0.69076
     -0.50092      2.69819      1.85074      0.84744
     -0.49092      3.54191      2.46269      1.07922
     -0.48092      3.05387      2.12784      0.92603
     -0.47092      2.32320      1.59189      0.73131
     -0.46092      2.06934      1.40377      0.66557
     -0.45092      2.29792      1.57394      0.72398
     -0.44092      2.91772      2.00939      0.90832
     -0.43092      2.75842      1.89092      0.86751
     -0.42092      2.32912      1.58991      0.73921
     -0.41092      2.41971      1.66331      0.75640
     -0.40092      3.23730      2.25313      0.98417
     -0.39092      3.89453      2.73555      1.15898
     -0.38092      3.59315      2.50232      1.09083
     -0.37092      3.15848      2.15077      1.00771
     -0.36092      2.51998      1.71203      0.80795
     -0.35092      1.60013      1.11854      0.48158
     -0.34092      1.24107      0.90868      0.33239
     -0.33092      1.20711      0.89590      0.31121
     -0.32092      1.02681      0.75841      0.26840
     -0.31092      1.03947      0.76700      0.27247
     -0.30092      1.24164      0.92305      0.31858
     -0.29092      1.36369      1.02911      0.33457
     -0.28092      1.42487      1.09082      0.33406
     -0.27092      1.31173      1.00308      0.30864
     -0.26092      0.85485      0.64802      0.20684
     -0.25092      0.53637      0.40713      0.12925
     -0.24092      0.77884      0.59626      0.18257
     -0.23092      1.06997      0.82235      0.24762
     -0.22092      1.04565      0.80667      0.23898
     -0.21092      0.71461      0.55304      0.16157
     -0.20092      0.57397      0.44606      0.12791
     -0.19092      0.73521      0.57382      0.16139
     -0.18092      0.99662      0.78215      0.21446
     -0.17092      1.18958      0.93638      0.25321
     -0.16092      0.94819      0.74590      0.20230
     -0.15092      0.52879      0.41522      0.11357
     -0.14092      0.41991      0.33159      0.08832
     -0.13092      0.64891      0.51454      0.13437
     -0.12092      0.67250      0.53388      0.13862
     -0.11092      0.50727      0.40370      0.10357
     -0.10092      0.55528      0.44295      0.11234
     -0.09092      0.79927      0.63888      0.16039
     -0.08092      0.89615      0.71754      0.17861
     -0.07092      0.56871      0.45608      0.11263
     -0.06092      0.34588      0.27805      0.06783
     -0.05092      0.46664      0.37580      0.09084
     -0.04092      0.54673      0.44084      0.10589
     -0.03092      0.56189      0.45377      0.10812
     -0.02092      0.55410      0.44808      0.10602
     -0.01092      0.42233      0.34192      0.08041
     -0.00092      0.24236      0.19642      0.04594
      0.00908      0.09009      0.07305      0.01704
      0.01908      0.01573      0.01276      0.00297
      0.02908      0.00108      0.00088      0.00020
      0.03908      0.00003      0.00002      0.00001
      0.04908      0.00000      0.00000      0.00000
      0.05908      0.00000      0.00000      0.00000
      0.06908      0.00000      0.00000      0.00000
      0.07908      0.00000      0.00000      0.00000
      0.08908      0.00000      0.00000      0.00000
      0.09908      0.00000      0.00000      0.00000
      0.10908      0.00000      0.00000      0.00000
      0.11908      0.00000      0.00000      0.00000
      0.12908      0.00000      0.00000      0.00000
      0.13908      0.00000      0.00000      0.00000
      0.14908      0.00000      0.00000      0.00000
      0.15908      0.00000      0.00000      0.00000
      0.16908      0.00000      0.00000      0.00000
      0.17908      0.00000      0.00000      0.00000
      0.18908      0.00000      0.00000      0.00000
      0.19908      0.00000      0.00000      0.00000
      0.20908      0.00000      0.00000      0.00000
      0.21908      0.00000      0.00000      0.00000
      0.22908      0.00000      0.00000      0.00000
      0.23908      0.00000      0.00000      0.00000
      0.24908      0.00000      0.00000      0.00000
      0.25908      0.00000      0.00000      0.00000
      0.26908      0.00000      0.00000      0.00000
      0.27908      0.00000      0.00000      0.00000
      0.28908      0.00000      0.00000      0.00000
      0.29908      0.00000      0.00000      0.00000
      0.30908      0.00000      0.00000      0.00000
      0.31908      0.00000      0.00000      0.00000
      0.32908      0.00000      0.00000      0.00000
      0.33908      0.00000      0.00000      0.00000
      0.34908      0.00000      0.00000      0.00000
      0.35908      0.00000      0.00000      0.00000
      0.36908      0.00000      0.00000      0.00000
      0.37908      0.00000      0.00000      0.00000
      0.38908      0.00000      0.00000      0.00000
      0.39908      0.00000      0.00000      0.00000
      0.40908      0.00000      0.00000      0.00000
      0.41908      0.00000      0.00000      0.00000
      0.42908      0.00000      0.00000      0.00000
      0.43908      0.00000      0.00000      0.00000
      0.44908      0.00000      0.00000      0.00000
      0.45908      0.00000      0.00000      0.00000
      0.46908      0.00000      0.00000      0.00000
      0.47908      0.00000      0.00000      0.00000
      0.48908      0.00000      0.00000      0.00000
      0.49908      0.00000      0.00000      0.00000
      0.50908      0.00000      0.00000      0.00000
      0.51908      0.00000      0.00000      0.00000
      0.52908      0.00000      0.00000      0.00000
      0.53908      0.00000      0.00000      0.00000
      0.54908      0.00000      0.00000      0.00000
      0.55908      0.00000      0.00000      0.00000
      0.56908      0.00000      0.00000      0.00000
      0.57908      0.00000      0.00000      0.00000
      0.58908      0.00000      0.00000      0.00000
      0.59908      0.00000      0.00000      0.00000
      0.60908      0.00000      0.00000      0.00000
      0.61908      0.00000      0.00000      0.00000
      0.62908      0.00000      0.00000      0.00000
      0.63908      0.00000      0.00000      0.00000
      0.64908      0.00000      0.00000      0.00000
      0.65908      0.00000      0.00000      0.00000
      0.66908      0.00000      0.00000      0.00000
      0.67908      0.00000      0.00000      0.00000
      0.68908      0.00000      0.00000      0.00000
      0.69908      0.00000      0.00000      0.00000
      0.70908      0.00000      0.00000      0.00000
      0.71908      0.00000      0.00000      0.00000
      0.72908      0.00000      0.00000      0.00000
      0.73908      0.00000      0.00000      0.00000
      0.74908      0.00000      0.00000      0.00000
      0.75908      0.00000      0.00000      0.00000
      0.76908      0.00000      0.00000      0.00000
      0.77908      0.00000      0.00000      0.00000
      0.78908      0.00000      0.00000      0.00000
      0.79908      0.00000      0.00000      0.00000
      0.80908      0.00000      0.00000      0.00000
      0.81908      0.00000      0.00000      0.00000
      0.82908      0.00000      0.00000      0.00000
      0.83908      0.00000      0.00000      0.00000
      0.84908      0.00000      0.00000      0.00000
      0.85908      0.00000      0.00000      0.00000
      0.86908      0.00000      0.00000      0.00000
      0.87908      0.00000      0.00000      0.00000
      0.88908      0.00000      0.00000      0.00000
      0.89908      0.00000      0.00000      0.00000
      0.90908      0.00000      0.00000      0.00000
      0.91908      0.00000      0.00000      0.00000
      0.92908      0.00000      0.00000      0.00000
      0.93908      0.00000      0.00000      0.00000
      0.94908      0.00000      0.00000      0.00000
      0.95908      0.00000      0.00000      0.00000
      0.96908      0.00000      0.00000      0.00000
      0.97908      0.00000      0.00000      0.00000
      0.98908      0.00000      0.00000      0.00000
      0.99908      0.00000      0.00000      0.00000
      1.00908      0.00000      0.00000      0.00000
      1.01908      0.00000      0.00000      0.00000
      1.02908      0.00000      0.00000      0.00000
      1.03908      0.00000      0.00000      0.00000
      1.04908      0.00000      0.00000      0.00000
      1.05908      0.00000      0.00000      0.00000
      1.06908      0.00000      0.00000      0.00000
      1.07908      0.00000      0.00000      0.00000
      1.08908      0.00000      0.00000      0.00000
      1.09908      0.00000      0.00000      0.00000
      1.10908      0.00000      0.00000      0.00000
      1.11908      0.00000      0.00000      0.00000
      1.12908      0.00000      0.00000      0.00000
      1.13908      0.00000      0.00000      0.00000
      1.14908      0.00000      0.00000      0.00000
      1.15908      0.00000      0.00000      0.00000
      1.16908      0.00000      0.00000      0.00000
      1.17908      0.00000      0.00000      0.00000
      1.18908      0.00000      0.00000      0.00000
      1.19908      0.00000      0.00000      0.00000
      1.20908      0.00000      0.00000      0.00000
      1.21908      0.00000      0.00000      0.00000
      1.22908      0.00000      0.00000      0.00000
      1.23908      0.00000      0.00000      0.00000
      1.24908      0.00000      0.00000      0.00000
      1.25908      0.00000      0.00000      0.00000
      1.26908      0.00000      0.00000      0.00000
      1.27908      0.00000      0.00000      0.00000
      1.28908      0.00000      0.00000      0.00000
      1.29908      0.00000      0.00000      0.00000
      1.30908      0.00000      0.00000      0.00000
      1.31908      0.00000      0.00000      0.00000
      1.32908      0.00000      0.00000      0.00000
      1.33908      0.00000      0.00000      0.00000
      1.34908      0.00000      0.00000      0.00000
