Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -4.99000      2.47552      0.71873      1.75679
     -4.98000      3.31104      1.07139      2.23965
     -4.97000      3.67174      1.28281      2.38893
     -4.96000      2.93350      1.00750      1.92600
     -4.95000      1.75425      0.53381      1.22044
     -4.94000      1.14245      0.32098      0.82147
     -4.93000      0.96527      0.28496      0.68031
     -4.92000      0.97885      0.29766      0.68119
     -4.91000      1.21121      0.35685      0.85436
     -4.90000      1.52868      0.44750      1.08118
     -4.89000      1.55442      0.48531      1.06911
     -4.88000      1.52111      0.50054      1.02057
     -4.87000      1.59819      0.50844      1.08975
     -4.86000      1.36516      0.41983      0.94533
     -4.85000      1.13325      0.35388      0.77937
     -4.84000      1.06244      0.33552      0.72691
     -4.83000      1.01685      0.31062      0.70623
     -4.82000      1.20639      0.35520      0.85119
     -4.81000      1.39799      0.43455      0.96344
     -4.80000      1.22768      0.41554      0.81214
     -4.79000      1.19899      0.42785      0.77114
     -4.78000      1.57920      0.56264      1.01656
     -4.77000      1.77518      0.61633      1.15885
     -4.76000      1.38177      0.45718      0.92458
     -4.75000      0.73049      0.23180      0.49870
     -4.74000      0.45090      0.14259      0.30830
     -4.73000      0.63091      0.20777      0.42315
     -4.72000      0.78557      0.26521      0.52036
     -4.71000      0.87276      0.28795      0.58481
     -4.70000      1.01423      0.33021      0.68402
     -4.69000      0.89002      0.30254      0.58748
     -4.68000      0.73379      0.26448      0.46932
     -4.67000      0.87683      0.31519      0.56164
     -4.66000      0.90882      0.31919      0.58963
     -4.65000      0.74468      0.25613      0.48854
     -4.64000      0.75784      0.25817      0.49967
     -4.63000      0.78322      0.26206      0.52116
     -4.62000      0.93701      0.31100      0.62601
     -4.61000      0.82145      0.27562      0.54582
     -4.60000      0.54866      0.19217      0.35650
     -4.59000      0.66553      0.23707      0.42846
     -4.58000      0.96191      0.33947      0.62244
     -4.57000      1.16406      0.41738      0.74668
     -4.56000      1.08369      0.40072      0.68297
     -4.55000      0.90640      0.33625      0.57014
     -4.54000      0.77525      0.26995      0.50530
     -4.53000      0.75901      0.24747      0.51153
     -4.52000      0.69186      0.22504      0.46682
     -4.51000      0.65811      0.22617      0.43194
     -4.50000      0.65831      0.23185      0.42646
     -4.49000      0.43167      0.14857      0.28310
