Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
     -4.99000      4.62338      1.69422      2.92916
     -4.98000      5.69107      2.08913      3.60194
     -4.97000      5.90952      2.13822      3.77130
     -4.96000      5.37619      1.96029      3.41590
     -4.95000      4.90029      1.80626      3.09403
     -4.94000      4.39749      1.57378      2.82371
     -4.93000      3.91776      1.35271      2.56506
     -4.92000      3.57446      1.25101      2.32345
     -4.91000      3.41377      1.20542      2.20836
     -4.90000      3.42796      1.16632      2.26164
     -4.89000      2.70630      0.86641      1.83989
     -4.88000      1.73376      0.52019      1.21356
     -4.87000      1.23674      0.35363      0.88312
     -4.86000      1.19277      0.31698      0.87579
     -4.85000      1.34914      0.33908      1.01006
     -4.84000      1.51384      0.36292      1.15092
     -4.83000      1.40474      0.33312      1.07162
     -4.82000      1.26296      0.32921      0.93375
     -4.81000      1.87614      0.55954      1.31660
     -4.80000      2.89371      0.87597      2.01774
     -4.79000      2.91760      0.84001      2.07759
     -4.78000      2.60114      0.67446      1.92669
     -4.77000      2.77509      0.63991      2.13518
     -4.76000      2.79362      0.59515      2.19848
     -4.75000      1.83738      0.37418      1.46320
     -4.74000      0.84507      0.16639      0.67869
     -4.73000      0.75687      0.15786      0.59901
     -4.72000      1.47942      0.36415      1.11528
     -4.71000      2.38430      0.65252      1.73179
     -4.70000      2.09299      0.59025      1.50274
     -4.69000      1.18616      0.30283      0.88333
     -4.68000      0.97156      0.21087      0.76069
     -4.67000      1.05428      0.22698      0.82730
     -4.66000      1.11781      0.24835      0.86947
     -4.65000      1.20155      0.28121      0.92034
     -4.64000      1.26785      0.32038      0.94747
     -4.63000      1.52869      0.40653      1.12215
     -4.62000      1.77305      0.49898      1.27407
     -4.61000      1.89526      0.58307      1.31219
     -4.60000      1.86692      0.60168      1.26524
     -4.59000      1.40250      0.43019      0.97231
     -4.58000      0.96199      0.25207      0.70992
     -4.57000      0.70612      0.16558      0.54054
     -4.56000      0.55060      0.13347      0.41713
     -4.55000      0.68633      0.17377      0.51257
     -4.54000      0.75628      0.18712      0.56917
     -4.53000      0.87604      0.21991      0.65612
     -4.52000      0.90034      0.24025      0.66010
     -4.51000      0.72589      0.20757      0.51832
     -4.50000      0.88134      0.26329      0.61805
     -4.49000      1.01824      0.30990      0.70834
     -4.48000      0.96413      0.28631      0.67782
     -4.47000      0.87807      0.23836      0.63971
     -4.46000      0.84728      0.21839      0.62889
     -4.45000      0.72830      0.19074      0.53756
     -4.44000      0.52075      0.14631      0.37444
     -4.43000      0.57441      0.16574      0.40867
     -4.42000      0.84920      0.23823      0.61096
     -4.41000      0.98252      0.28097      0.70155
     -4.40000      0.81322      0.24640      0.56683
     -4.39000      0.86300      0.26867      0.59433
     -4.38000      1.18584      0.36713      0.81870
     -4.37000      1.31044      0.41224      0.89820
     -4.36000      1.05455      0.33077      0.72378
     -4.35000      0.81079      0.23887      0.57192
     -4.34000      0.52451      0.14558      0.37893
     -4.33000      0.29810      0.07799      0.22012
     -4.32000      0.36416      0.09624      0.26792
     -4.31000      0.52383      0.14801      0.37582
     -4.30000      0.66691      0.19629      0.47061
     -4.29000      0.82329      0.23360      0.58969
     -4.28000      0.90268      0.24680      0.65587
     -4.27000      0.74048      0.21123      0.52925
     -4.26000      0.55323      0.17794      0.37529
     -4.25000      0.59922      0.19782      0.40140
     -4.24000      0.76956      0.23760      0.53197
     -4.23000      0.64905      0.18945      0.45960
     -4.22000      0.39933      0.11533      0.28400
     -4.21000      0.56424      0.16862      0.39562
     -4.20000      0.73947      0.21837      0.52110
     -4.19000      0.76648      0.21810      0.54838
     -4.18000      0.85007      0.24389      0.60618
     -4.17000      0.62660      0.18820      0.43840
     -4.16000      0.36243      0.11576      0.24667
     -4.15000      0.52440      0.16849      0.35591
     -4.14000      0.81990      0.25810      0.56180
     -4.13000      1.04028      0.33206      0.70822
     -4.12000      1.04308      0.34143      0.70165
     -4.11000      0.62708      0.20678      0.42031
     -4.10000      0.39401      0.12125      0.27276
     -4.09000      0.57910      0.16729      0.41181
     -4.08000      0.75057      0.21320      0.53737
     -4.07000      0.65063      0.19198      0.45865
     -4.06000      0.89949      0.30520      0.59429
     -4.05000      2.05955      0.71368      1.34587
     -4.04000      2.98087      1.03187      1.94900
     -4.03000      2.97540      1.03774      1.93766
     -4.02000      2.77574      0.96740      1.80835
     -4.01000      2.95769      1.02189      1.93580
     -4.00000      3.55192      1.19908      2.35284
     -3.99000      3.60549      1.18663      2.41887
     -3.98000      3.34515      1.08304      2.26211
     -3.97000      3.85346      1.22126      2.63221
     -3.96000      4.36964      1.37330      2.99634
     -3.95000      3.80226      1.20465      2.59761
     -3.94000      3.16587      0.99913      2.16674
     -3.93000      3.37396      1.03258      2.34137
     -3.92000      4.37216      1.28548      3.08669
     -3.91000      5.05354      1.46327      3.59027
     -3.90000      4.91101      1.39094      3.52008
     -3.89000      5.46636      1.46709      3.99927
     -3.88000      6.66795      1.70986      4.95809
     -3.87000      7.74443      1.95155      5.79288
     -3.86000      8.39852      2.10074      6.29777
     -3.85000      7.70034      1.85128      5.84907
     -3.84000      6.16018      1.39945      4.76072
     -3.83000      5.69120      1.27311      4.41809
     -3.82000      6.24522      1.38934      4.85588
     -3.81000      6.57918      1.46293      5.11625
     -3.80000      6.40839      1.48301      4.92538
     -3.79000      6.20360      1.49524      4.70836
     -3.78000      5.75492      1.39911      4.35580
     -3.77000      4.66486      1.11096      3.55390
     -3.76000      3.72433      0.85624      2.86809
     -3.75000      3.44023      0.82192      2.61832
     -3.74000      3.95813      1.01453      2.94360
     -3.73000      4.22229      1.08110      3.14119
     -3.72000      3.82322      0.94242      2.88080
     -3.71000      3.54043      0.85372      2.68671
     -3.70000      2.95010      0.70539      2.24470
